variant,source,binary_sha256,cycle,slot,mode,batch,writers,bpw,payload,events,ev_s,p50_us,p99_us,allocs,alloc_bytes,allocs_per_event,alloc_bytes_per_event,owned_batches,owned_records,owned_payload_bytes,borrowed_batches,borrowed_records,copied_records,copied_bytes,batches,groups,fsyncs,fsync_p99_ns,fsync_degraded,pre_load1,post_load1
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,3,2,process,100,4,2500,250,1000000,4332382,89.2,149.3,1196542,663360532,1.1965,663.36,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.16,2.16
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,3,3,process,100,4,2500,250,1000000,4369199,87.3,152.0,1196663,663375412,1.1967,663.38,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.16,2.16
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,3,4,process,100,4,2500,250,1000000,3273427,113.7,231.7,2221980,737175956,2.2220,737.18,0,0,0,10000,1000000,0,0,10000,0,0,0,false,2.16,2.16
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,4,1,process,100,4,2500,250,1000000,4324179,88.1,163.0,1196496,663355868,1.1965,663.36,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.16,2.39
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,4,2,process,100,4,2500,250,1000000,3212963,115.4,245.8,2221771,737181724,2.2218,737.18,0,0,0,10000,1000000,0,0,10000,0,0,0,false,2.39,2.39
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,4,3,process,100,4,2500,250,1000000,3524277,105.1,223.3,2220096,737129312,2.2201,737.13,0,0,0,10000,1000000,0,0,10000,0,0,0,false,2.39,2.39
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,4,4,process,100,4,2500,250,1000000,4382175,87.3,143.2,1196520,663386052,1.1965,663.39,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.39,2.36
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,5,1,process,100,4,2500,250,1000000,3380722,110.8,219.2,2221141,737185572,2.2211,737.19,0,0,0,10000,1000000,0,0,10000,0,0,0,false,2.36,2.36
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,5,2,process,100,4,2500,250,1000000,4344612,88.0,153.4,1196607,663341896,1.1966,663.34,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.36,2.36
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,5,3,process,100,4,2500,250,1000000,4342589,89.2,148.9,1196480,663377876,1.1965,663.38,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,2.36,2.33
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,5,4,process,100,4,2500,250,1000000,3557919,103.2,219.1,2220306,737131860,2.2203,737.13,0,0,0,10000,1000000,0,0,10000,0,0,0,false,2.33,2.33
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,1,1,process,1000,4,250,250,1000000,5028976,731.0,1710.0,2025698,695064388,2.0257,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,2.33,2.33
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,1,2,process,1000,4,250,250,1000000,7710810,496.7,859.6,1022996,634759656,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,2.33,2.95
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,1,3,process,1000,4,250,250,1000000,7960984,489.5,776.7,1023004,634756768,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,2.95,2.95
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,1,4,process,1000,4,250,250,1000000,5013246,713.1,1771.0,2025650,695064452,2.0257,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,2.95,2.95
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,2,1,process,1000,4,250,250,1000000,8085760,470.4,859.8,1022942,634758724,1.0229,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,2.95,2.95
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,2,2,process,1000,4,250,250,1000000,4600924,803.5,1804.7,2025757,695065912,2.0258,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,2.95,2.95
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,2,3,process,1000,4,250,250,1000000,4970614,732.2,1802.0,2025632,695063052,2.0256,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,2.95,2.79
candidate,75694cb483844cbd18f1e1b0ee4164adf278ef58,e11d8951b7735b8b3f8b3dac16f9902e5768da877b3ba1b92f1245a5214bdf08,2,4,process,1000,4,250,250,1000000,8869521,418.8,757.8,1022768,634757544,1.0228,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,2.79,2.79
control,97f73c0d4e478bab1a13f22c8dbd8bbd502393c1,b11e3c7fea9edc40b76d732c29ae26de922e5a4dcab14c6f947ee25f8734e29f,3,1,process,1000,4,250,250,1000000,4579913,807.9,2002.3,2025737,695067488,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,2.79,2.79
