dataset,n,u_over_n,cand,build_p50_us,build_p99_us,open_p50_us,open_p99_us,ser_bytes,res_bytes,warm_hit_p50_ns,warm_hit_p99_ns,warm_zipf_p50_ns,warm_zipf_p99_ns,warm_miss_p50_ns,warm_miss_p99_ns,batch32_ns_per_op,serial_ns_per_op,coldish_p50_ns,coldish_p99_ns
real-seg23-n794,794,12.65,h5_kbin,25.8,27.9,33.4,37.7,44484,51960,0.0,20.0,0.0,30.0,0.0,20.0,14.74,17.24,80.0,890.0
real-seg24-n529,529,19.10,h0_hashmap_sip,11.8,22.0,21.1,21.7,29644,62688,0.0,10.0,0.0,10.0,0.0,10.0,11.92,15.80,80.0,820.0
real-seg24-n529,529,19.10,h0f_hashmap_fold,5.9,16.6,10.9,13.6,29644,62680,0.0,10.0,0.0,9.7,0.0,10.0,5.80,11.07,70.0,950.0
real-seg24-n529,529,19.10,h1_sorted,0.9,2.6,3.2,3.6,29644,29672,10.0,20.0,10.0,20.0,10.0,20.0,16.74,25.73,70.0,880.0
real-seg24-n529,529,19.10,h2_bitrank,1.4,2.6,2.9,3.2,26692,27172,0.0,0.0,0.0,0.0,0.0,0.0,4.02,6.83,60.0,740.0
real-seg24-n529,529,19.10,h3_pef,2.3,3.8,2.8,3.9,25883,26048,70.0,130.0,59.7,120.0,60.0,130.0,84.42,84.43,150.0,1290.0
real-seg24-n529,529,19.10,h4_ptrhash,78.0,84.5,68.6,79.9,29644,30364,0.0,10.0,0.0,0.0,0.0,0.0,6.38,12.79,70.0,800.0
real-seg24-n529,529,19.10,h5_kbin,16.9,18.3,20.7,21.3,29644,34056,0.0,20.0,0.0,20.0,0.0,20.0,14.00,15.58,80.0,780.0
real-seg25-n554,554,18.34,h0_hashmap_sip,12.3,19.4,17.7,17.8,31044,62888,0.0,19.7,0.0,10.0,0.0,20.0,12.04,16.05,80.0,790.0
real-seg25-n554,554,18.34,h0f_hashmap_fold,5.7,11.8,11.1,11.3,31044,62880,0.0,20.0,0.0,10.0,0.0,10.0,6.76,11.86,70.0,940.0
real-seg25-n554,554,18.34,h1_sorted,0.8,2.5,3.4,4.0,31044,31072,10.0,20.0,10.0,20.0,10.0,20.0,16.20,25.69,70.0,940.0
real-seg25-n554,554,18.34,h2_bitrank,1.3,7.0,3.0,4.9,27900,28382,0.0,0.0,0.0,0.0,0.0,0.0,3.97,6.56,60.0,680.0
real-seg25-n554,554,18.34,h3_pef,2.4,5.6,2.6,3.0,27091,27256,60.0,120.0,60.0,120.0,60.0,130.0,85.21,84.08,160.0,1210.0
real-seg25-n554,554,18.34,h4_ptrhash,72.5,80.2,77.2,83.2,31044,31772,0.0,10.0,0.0,10.0,0.0,0.0,6.53,12.26,70.0,830.0
real-seg25-n554,554,18.34,h5_kbin,17.6,19.9,21.9,22.3,31044,35576,0.0,20.0,0.0,30.0,0.0,20.0,14.21,16.64,80.0,720.0
real-seg26-n109,109,93.29,h0_hashmap_sip,2.5,3.9,3.8,4.0,6124,8256,0.0,10.0,0.0,10.0,0.0,20.0,11.86,15.42,20.0,740.0
real-seg26-n109,109,93.29,h0f_hashmap_fold,1.5,2.8,2.4,3.9,6124,8248,0.0,10.0,0.0,0.0,0.0,20.0,6.61,11.35,10.0,880.0
real-seg26-n109,109,93.29,h1_sorted,0.2,0.6,0.8,1.1,6124,6152,0.0,10.0,0.0,10.0,0.0,10.0,11.75,18.60,10.0,670.0
real-seg26-n109,109,93.29,h3_pef,0.5,1.3,0.6,1.3,5417,5528,40.0,90.0,40.0,110.0,40.0,90.0,59.08,59.13,100.0,1250.0
real-seg26-n109,109,93.29,h4_ptrhash,33.2,38.3,34.6,37.4,6124,6480,0.0,0.0,0.0,0.0,0.0,0.0,6.41,11.74,50.0,890.0
real-seg26-n109,109,93.29,h5_kbin,3.1,5.1,4.2,4.7,6124,6952,0.0,10.0,0.0,10.0,0.0,9.7,13.12,14.56,50.0,670.0
