variant,source,binary_sha256,cycle,slot,mode,batch,writers,bpw,payload,events,ev_s,p50_us,p99_us,allocs,alloc_bytes,allocs_per_event,alloc_bytes_per_event,owned_batches,owned_records,owned_payload_bytes,borrowed_batches,borrowed_records,copied_records,copied_bytes,batches,groups,fsyncs,fsync_p99_ns,fsync_degraded,pre_load1,post_load1
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,3,3,process,1,4,40000,250,160000,134290,27.2,57.0,2655307,422921044,16.5957,2643.26,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.65,5.65
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,3,4,process,1,4,40000,250,160000,144764,25.5,54.2,2660183,424660072,16.6261,2654.13,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.65,5.65
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,4,1,process,1,4,40000,250,160000,142143,26.0,57.6,2654049,422546896,16.5878,2640.92,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.65,5.75
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,4,2,process,1,4,40000,250,160000,138718,25.4,65.4,2664052,425928288,16.6503,2662.05,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.75,5.75
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,4,3,process,1,4,40000,250,160000,147968,25.1,51.4,2662266,425371548,16.6392,2658.57,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.75,5.75
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,4,4,process,1,4,40000,250,160000,149860,24.2,56.8,2651708,421809344,16.5732,2636.31,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.69,5.69
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,5,1,process,1,4,40000,250,160000,143119,25.6,52.6,2661755,425173192,16.6360,2657.33,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.69,5.69
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,5,2,process,1,4,40000,250,160000,132613,27.1,61.4,2658055,423760732,16.6128,2648.50,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.69,7.4
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,5,3,process,1,4,40000,250,160000,131361,27.6,60.9,2658157,423778764,16.6135,2648.62,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.93,5.93
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,5,4,process,1,4,40000,250,160000,146072,25.0,55.5,2662706,425488068,16.6419,2659.30,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,5.93,5.69
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,1,1,process,10,4,12500,250,500000,781022,47.9,109.0,2715113,567555544,5.4302,1135.11,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.69,5.69
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,1,2,process,10,4,12500,250,500000,744137,49.0,103.2,2722671,570800284,5.4453,1141.60,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.69,5.69
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,1,3,process,10,4,12500,250,500000,772061,48.1,104.0,2722995,570876052,5.4460,1141.75,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.69,5.69
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,1,4,process,10,4,12500,250,500000,734757,51.1,110.0,2717917,568730432,5.4358,1137.46,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.56,5.56
candidate,4993f66a15839d5eac455e2891af828e397c6e3b,afbb7ab5a64bd8c6f730ee97178ada1b650e44ba1b4fa46aeb590fccf45a61fa,2,1,process,10,4,12500,250,500000,828667,44.9,94.8,2718989,569538284,5.4380,1139.08,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.56,5.56
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,2,2,process,10,4,12500,250,500000,730909,51.5,100.5,2718864,568962756,5.4377,1137.93,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.56,5.43
control,f712b03d123855f72e37b010cc621fc58709f1f5,0fe4bf83a71fa875e400704597c93b4e0bf3856fc6af45aff74114b568b7d705,2,3,process,10,4,12500,250,500000,787656,43.6,125.0,2712100,566406092,5.4242,1132.81,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.43,5.43
