variant,source,binary_sha256,cycle,slot,mode,batch,writers,bpw,payload,events,ev_s,p50_us,p99_us,allocs,alloc_bytes,allocs_per_event,alloc_bytes_per_event,owned_batches,owned_records,owned_payload_bytes,borrowed_batches,borrowed_records,copied_records,copied_bytes,batches,groups,fsyncs,fsync_p99_ns,fsync_degraded,pre_load1,post_load1
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,4,process,1,4,40000,250,160000,148857,24.4,45.5,2016209,343964360,12.6013,2149.78,160000,160000,40000000,0,0,0,0,160000,0,0,0,false,3.21,3.11
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,1,process,1,4,40000,250,160000,146766,24.8,49.4,2658670,424188548,16.6167,2651.18,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,3.11,3.11
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,2,process,1,4,40000,250,160000,156304,22.9,56.5,2018226,344908956,12.6139,2155.68,160000,160000,40000000,0,0,0,0,160000,0,0,0,false,3.11,3.11
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,3,process,1,4,40000,250,160000,145956,24.8,57.5,2018320,344758108,12.6145,2154.74,160000,160000,40000000,0,0,0,0,160000,0,0,0,false,3.11,3.11
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,4,process,1,4,40000,250,160000,141630,25.3,53.9,2659166,424364668,16.6198,2652.28,0,0,0,160000,160000,160000,41760000,160000,0,0,0,false,3.1,3.1
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,1,process,10,4,12500,250,500000,767344,49.4,108.0,2716478,568299808,5.4330,1136.60,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,3.1,3.1
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,2,process,10,4,12500,250,500000,913379,39.1,86.5,1205526,378290416,2.4111,756.58,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,3.1,3.1
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,3,process,10,4,12500,250,500000,889678,38.8,87.6,1204723,378038644,2.4094,756.08,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,3.1,3.1
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,4,process,10,4,12500,250,500000,751130,50.1,95.4,2716033,567873604,5.4321,1135.75,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,3.65,3.65
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,1,process,10,4,12500,250,500000,931329,38.9,85.4,1206176,378640480,2.4124,757.28,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,3.65,3.65
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,2,process,10,4,12500,250,500000,743438,49.7,100.2,2716234,567980724,5.4325,1135.96,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,3.65,3.65
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,3,process,10,4,12500,250,500000,741291,50.3,112.4,2719129,568913284,5.4383,1137.83,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,3.65,6.64
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,4,process,10,4,12500,250,500000,979031,36.4,82.4,1200835,376827292,2.4017,753.65,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.97,5.97
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,1,process,10,4,12500,250,500000,709275,51.5,119.5,2718078,568705244,5.4362,1137.41,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.97,5.97
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,2,process,10,4,12500,250,500000,947640,37.4,79.7,1200931,376508564,2.4019,753.02,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.97,5.73
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,3,process,10,4,12500,250,500000,1001722,35.9,77.0,1200136,376555100,2.4003,753.11,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.73,5.73
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,4,process,10,4,12500,250,500000,723588,51.0,103.2,2718309,568722152,5.4366,1137.44,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.73,5.73
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,1,process,10,4,12500,250,500000,926392,38.5,78.7,1204545,377888944,2.4091,755.78,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.73,5.73
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,2,process,10,4,12500,250,500000,758309,49.8,92.3,2716362,568133332,5.4327,1136.27,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.73,5.43
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,3,process,10,4,12500,250,500000,722045,51.6,101.6,2717520,568461860,5.4350,1136.92,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.43,5.43
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,4,process,10,4,12500,250,500000,921765,39.1,78.6,1205333,378142076,2.4107,756.28,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.43,5.43
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,1,process,10,4,12500,250,500000,732561,50.4,100.5,2718318,568937084,5.4366,1137.87,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.43,5.32
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,2,process,10,4,12500,250,500000,929404,38.7,82.3,1203839,377401796,2.4077,754.80,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.32,5.32
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,3,process,10,4,12500,250,500000,928944,38.1,94.8,1202402,377092924,2.4048,754.19,50000,500000,125000000,0,0,0,0,50000,0,0,0,false,5.32,5.32
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,4,process,10,4,12500,250,500000,763117,49.6,100.7,2718349,568719740,5.4367,1137.44,0,0,0,50000,500000,500000,130500000,50000,0,0,0,false,5.32,5.32
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,1,process,100,4,2500,250,1000000,3264856,111.0,242.2,2220383,737133144,2.2204,737.13,0,0,0,10000,1000000,0,0,10000,0,0,0,false,5.32,4.97
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,2,process,100,4,2500,250,1000000,3796830,92.0,206.7,1196539,663344396,1.1965,663.34,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.97,4.97
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,3,process,100,4,2500,250,1000000,3972419,91.7,184.5,1196559,663378888,1.1966,663.38,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.97,4.97
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,4,process,100,4,2500,250,1000000,3161222,114.3,262.7,2221607,737199640,2.2216,737.20,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.97,4.97
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,1,process,100,4,2500,250,1000000,4066766,92.4,168.0,1196602,663360952,1.1966,663.36,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.97,4.97
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,2,process,100,4,2500,250,1000000,3066165,112.5,288.9,2221056,737157088,2.2211,737.16,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.97,4.81
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,3,process,100,4,2500,250,1000000,3160486,116.4,244.7,2221696,737173228,2.2217,737.17,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.81,4.81
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,4,process,100,4,2500,250,1000000,3934585,92.3,217.1,1196645,663320176,1.1966,663.32,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.81,4.81
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,1,process,100,4,2500,250,1000000,3211646,110.6,268.7,2220994,737167852,2.2210,737.17,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.81,4.81
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,2,process,100,4,2500,250,1000000,3943002,92.5,178.6,1196633,663381672,1.1966,663.38,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.81,4.81
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,3,process,100,4,2500,250,1000000,4093032,89.7,226.7,1196891,663337512,1.1969,663.34,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.81,4.81
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,4,process,100,4,2500,250,1000000,3217204,113.0,251.8,2221089,737151524,2.2211,737.15,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.59,4.59
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,1,process,100,4,2500,250,1000000,3951961,91.5,197.1,1196558,663351984,1.1966,663.35,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.59,4.59
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,2,process,100,4,2500,250,1000000,3327714,108.9,236.7,2220405,737155176,2.2204,737.16,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.59,4.59
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,3,process,100,4,2500,250,1000000,3138992,115.6,265.4,2221854,737184048,2.2219,737.18,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.59,4.59
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,4,process,100,4,2500,250,1000000,4013580,90.8,210.7,1196554,663338860,1.1966,663.34,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.59,4.59
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,1,process,100,4,2500,250,1000000,3143725,114.5,262.3,2221019,737164128,2.2210,737.16,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.59,4.59
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,2,process,100,4,2500,250,1000000,4016590,90.5,179.7,1196728,663353904,1.1967,663.35,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.3,4.3
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,3,process,100,4,2500,250,1000000,4078171,90.1,172.8,1196642,663367068,1.1966,663.37,10000,1000000,250000000,0,0,0,0,10000,0,0,0,false,4.3,4.3
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,4,process,100,4,2500,250,1000000,3175989,113.4,249.6,2220581,737128172,2.2206,737.13,0,0,0,10000,1000000,0,0,10000,0,0,0,false,4.3,4.3
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,1,process,1000,4,250,250,1000000,4841326,722.0,2473.3,2025593,695061892,2.0256,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,4.3,4.04
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,2,process,1000,4,250,250,1000000,7493845,493.2,1518.8,1022923,634760816,1.0229,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,4.04,4.04
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,3,process,1000,4,250,250,1000000,7274885,487.0,2191.0,1023007,634763148,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,4.04,4.04
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,4,process,1000,4,250,250,1000000,4948560,700.8,2439.0,2025655,695066048,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,4.04,4.04
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,1,process,1000,4,250,250,1000000,7392671,498.4,2125.6,1022957,634763328,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,4.04,4.04
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,2,process,1000,4,250,250,1000000,4861207,748.2,2371.7,2025676,695065788,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,3.79,3.79
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,3,process,1000,4,250,250,1000000,4702343,734.8,2565.6,2025660,695068124,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,3.79,3.79
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,4,process,1000,4,250,250,1000000,7502736,501.0,1409.7,1022896,634761284,1.0229,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,3.79,3.79
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,1,process,1000,4,250,250,1000000,4871251,725.7,2558.6,2025577,695061824,2.0256,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,3.79,3.79
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,2,process,1000,4,250,250,1000000,7707604,471.4,1766.1,1022798,634764216,1.0228,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,3.79,5.49
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,3,3,process,1000,4,250,250,1000000,7600857,479.9,1789.8,1022855,634759808,1.0229,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,5.49,5.49
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,3,4,process,1000,4,250,250,1000000,4758411,743.7,2302.5,2025690,695067604,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,5.49,5.49
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,1,process,1000,4,250,250,1000000,7399875,488.6,1904.5,1022897,634751572,1.0229,634.75,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,5.49,5.49
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,2,process,1000,4,250,250,1000000,4902639,749.1,1737.3,2025660,695067644,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,5.49,5.53
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,4,3,process,1000,4,250,250,1000000,4978041,689.3,2261.6,2025671,695066828,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,5.53,5.53
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,4,4,process,1000,4,250,250,1000000,7477718,499.2,1533.9,1023033,634758380,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,5.53,5.53
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,1,process,1000,4,250,250,1000000,4959731,691.8,2297.7,2025627,695060476,2.0256,695.06,0,0,0,1000,1000000,0,0,1000,0,0,0,false,5.53,5.53
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,2,process,1000,4,250,250,1000000,7616062,496.8,1603.1,1022953,634762516,1.0230,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,5.53,5.57
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,5,3,process,1000,4,250,250,1000000,7436136,493.6,2024.5,1022887,634756152,1.0229,634.76,1000,1000000,250000000,0,0,0,0,1000,0,0,0,false,5.57,5.57
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,5,4,process,1000,4,250,250,1000000,4806305,734.7,2120.8,2025653,695067332,2.0257,695.07,0,0,0,1000,1000000,0,0,1000,0,0,0,false,5.57,5.57
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,1,group,1,4,800,250,3200,653,6009.5,8100.4,53893,8379984,16.8416,2618.74,0,0,0,3200,3200,3200,835200,3200,800,800,7733248,false,5.57,5.36
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,2,group,1,4,800,250,3200,632,6183.2,9703.7,41092,6786800,12.8413,2120.88,3200,3200,800000,0,0,0,0,3200,800,800,9699328,false,5.36,5.01
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,1,3,group,1,4,800,250,3200,639,6181.9,9546.4,41099,6802360,12.8434,2125.74,3200,3200,800000,0,0,0,0,3200,802,802,9175040,false,5.01,4.77
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,1,4,group,1,4,800,250,3200,662,5971.1,9314.5,53904,8378780,16.8450,2618.37,0,0,0,3200,3200,3200,835200,3200,801,801,9175040,false,4.77,4.65
candidate,2c58be4d03472af1362d1287ccbabe0f7fea4fad,9043226759b819b01dadf954119c78f866d78b93fc7c9afcc7ac0d1dc4fdaa7d,2,1,group,1,4,800,250,3200,642,6128.3,8039.1,41092,6790864,12.8413,2122.14,3200,3200,800000,0,0,0,0,3200,800,800,7733248,false,4.65,4.6
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,2,group,1,4,800,250,3200,646,6147.7,9436.9,53901,8384784,16.8441,2620.24,0,0,0,3200,3200,3200,835200,3200,800,800,9175040,false,4.6,4.47
control,842973a7cf10551abf5d145720361ef4c8260271,1146ed2934597e892e4d936d2c6e14425fbfe66fa4370f326f40937b4648eb7c,2,3,group,1,4,800,250,3200,646,6049.6,9543.5,53904,8375000,16.8450,2617.19,0,0,0,3200,3200,3200,835200,3200,802,802,9175040,false,4.47,4.75
