cell,engine,mode,payload,batch,writers,bpw,kind,seg_mb,rep,ev_s,per_append_us,wall_s,p50_us,p99_us,fsyncs,mean_fsync_us,load1
group-p24-b1000-w1,log,group,24,1000,1,100,stable,256,2,313783,3186.9187,0.3187,2831.3,5020.5,100,2814.2,2.97
group-p24-b1000-w1,logsp,group,24,1000,1,100,stable,256,2,317799,3146.6467,0.3147,2818.9,4882.4,100,2748.5,3.22
group-p24-b1000-w1,b0d,group,24,1000,1,100,stable,256,2,311847,3206.7039,0.3207,2880.4,4900.0,100,2765.3,3.36
group-p24-b1000-w1,b0dth,group,24,1000,1,100,stable,256,2,313951,3185.2120,0.3185,2844.4,4843.0,100,2788.8,3.17
proc-p24-b1000-w4,bare,process,24,1000,4,250,stable,256,0,4362323,229.2357,0.2292,718.4,1422.8,0,0.0,3.17
proc-p24-b1000-w4,log,process,24,1000,4,250,stable,256,0,3910670,255.7107,0.2557,572.6,1508.5,0,0.0,3.17
proc-p24-b1000-w4,logsp,process,24,1000,4,250,stable,256,0,3907372,255.9265,0.2559,566.4,1781.0,0,0.0,3.24
proc-p24-b1000-w4,b0d,process,24,1000,4,250,stable,256,0,4702873,212.6360,0.2126,490.7,1358.3,0,0.0,3.24
proc-p24-b1000-w4,b0dth,process,24,1000,4,250,stable,256,0,12074634,82.8182,0.0828,198.6,357.0,0,0.0,3.24
proc-p24-b1000-w4,b0dth,process,24,1000,4,250,stable,256,1,11896497,84.0584,0.0841,205.9,371.2,0,0.0,3.24
proc-p24-b1000-w4,b0d,process,24,1000,4,250,stable,256,1,4239695,235.8660,0.2359,583.4,1969.2,0,0.0,3.24
proc-p24-b1000-w4,logsp,process,24,1000,4,250,stable,256,1,3898622,256.5009,0.2565,607.4,1567.5,0,0.0,3.24
proc-p24-b1000-w4,log,process,24,1000,4,250,stable,256,1,3751980,266.5259,0.2665,592.1,1644.6,0,0.0,3.24
proc-p24-b1000-w4,bare,process,24,1000,4,250,stable,256,1,4243148,235.6741,0.2357,740.9,1552.6,0,0.0,3.30
proc-p24-b1000-w4,bare,process,24,1000,4,250,stable,256,2,4135861,241.7876,0.2418,780.6,1072.8,0,0.0,3.30
proc-p24-b1000-w4,log,process,24,1000,4,250,stable,256,2,3757179,266.1572,0.2662,637.7,1875.3,0,0.0,3.30
proc-p24-b1000-w4,logsp,process,24,1000,4,250,stable,256,2,3788162,263.9802,0.2640,550.6,1615.2,0,0.0,3.30
proc-p24-b1000-w4,b0d,process,24,1000,4,250,stable,256,2,4532523,220.6276,0.2206,486.2,1546.5,0,0.0,3.30
proc-p24-b1000-w4,b0dth,process,24,1000,4,250,stable,256,2,12068991,82.8570,0.0829,217.7,365.4,0,0.0,3.27
group-p24-b1000-w4,bare,group,24,1000,4,100,stable,256,0,968629,1032.3870,0.4130,3687.4,6615.0,100,3699.9,3.27
group-p24-b1000-w4,log,group,24,1000,4,100,stable,256,0,724235,1380.7674,0.5523,5278.5,8575.2,200,2594.3,3.33
group-p24-b1000-w4,logsp,group,24,1000,4,100,stable,256,0,768215,1301.7184,0.5207,5194.2,9745.3,154,2694.3,3.23
group-p24-b1000-w4,b0d,group,24,1000,4,100,stable,256,0,1112174,899.1399,0.3597,3280.4,3841.9,100,2704.0,3.21
group-p24-b1000-w4,b0dth,group,24,1000,4,100,stable,256,0,1088695,918.5311,0.3674,3307.4,6613.6,100,3038.5,3.03
group-p24-b1000-w4,b0dth,group,24,1000,4,100,stable,256,1,1216266,822.1887,0.3289,3212.9,3429.3,100,2699.1,2.87
group-p24-b1000-w4,b0d,group,24,1000,4,100,stable,256,1,1143481,874.5228,0.3498,3236.6,4118.3,101,2682.3,2.72
group-p24-b1000-w4,logsp,group,24,1000,4,100,stable,256,1,737222,1356.4441,0.5426,5200.1,8501.0,188,2611.2,2.82
group-p24-b1000-w4,log,group,24,1000,4,100,stable,256,1,716191,1396.2752,0.5585,5292.8,11538.3,200,2622.7,2.92
group-p24-b1000-w4,bare,group,24,1000,4,100,stable,256,1,1026420,974.2604,0.3897,3292.1,7458.9,102,3377.1,2.84
group-p24-b1000-w4,bare,group,24,1000,4,100,stable,256,2,1023881,976.6763,0.3907,3374.8,5291.5,101,3381.1,2.93
group-p24-b1000-w4,log,group,24,1000,4,100,stable,256,2,659167,1517.0667,0.6068,5573.1,8779.6,194,2861.7,2.93
group-p24-b1000-w4,logsp,group,24,1000,4,100,stable,256,2,674479,1482.6259,0.5931,5423.0,8786.8,181,2890.0,3.02
group-p24-b1000-w4,b0d,group,24,1000,4,100,stable,256,2,950626,1051.9385,0.4208,3518.3,7767.2,100,3350.7,3.10
group-p24-b1000-w4,b0dth,group,24,1000,4,100,stable,256,2,1066626,937.5358,0.3750,3306.7,5347.6,100,3145.5,3.17
proc-p250-b1-w1,bare,process,250,1,1,40000,stable,256,0,96432,10.3700,0.4148,8.9,18.0,0,0.0,3.17
proc-p250-b1-w1,log,process,250,1,1,40000,stable,256,0,35252,28.3670,1.1347,25.1,58.4,0,0.0,3.24
proc-p250-b1-w1,logsp,process,250,1,1,40000,stable,256,0,33400,29.9402,1.1976,26.7,62.9,0,0.0,3.24
proc-p250-b1-w1,b0d,process,250,1,1,40000,stable,256,0,70472,14.1899,0.5676,12.4,25.3,0,0.0,3.24
proc-p250-b1-w1,b0dth,process,250,1,1,40000,stable,256,0,98496,10.1527,0.4061,8.4,18.7,0,0.0,3.24
proc-p250-b1-w1,b0dth,process,250,1,1,40000,stable,256,1,97034,10.3056,0.4122,9.4,18.6,0,0.0,3.22
proc-p250-b1-w1,b0d,process,250,1,1,40000,stable,256,1,65357,15.3005,0.6120,12.5,33.0,0,0.0,3.22
proc-p250-b1-w1,logsp,process,250,1,1,40000,stable,256,1,33811,29.5758,1.1830,27.2,55.0,0,0.0,3.22
proc-p250-b1-w1,log,process,250,1,1,40000,stable,256,1,34012,29.4012,1.1760,26.2,61.4,0,0.0,3.22
proc-p250-b1-w1,bare,process,250,1,1,40000,stable,256,1,93818,10.6590,0.4264,9.0,21.2,0,0.0,3.12
proc-p250-b1-w1,bare,process,250,1,1,40000,stable,256,2,94735,10.5558,0.4222,8.9,21.4,0,0.0,3.12
proc-p250-b1-w1,log,process,250,1,1,40000,stable,256,2,29187,34.2622,1.3705,28.4,94.6,0,0.0,3.12
proc-p250-b1-w1,logsp,process,250,1,1,40000,stable,256,2,34668,28.8452,1.1538,25.8,56.1,0,0.0,3.03
proc-p250-b1-w1,b0d,process,250,1,1,40000,stable,256,2,78366,12.7606,0.5104,11.4,24.1,0,0.0,3.03
proc-p250-b1-w1,b0dth,process,250,1,1,40000,stable,256,2,92175,10.8489,0.4340,9.7,21.6,0,0.0,3.03
group-p250-b1-w1,bare,group,250,1,1,800,stable,256,0,383,2611.6823,2.0893,2485.2,5666.2,800,2577.5,2.95
group-p250-b1-w1,log,group,250,1,1,800,stable,256,0,396,2524.4166,2.0195,2500.5,2790.6,800,2465.5,2.87
group-p250-b1-w1,logsp,group,250,1,1,800,stable,256,0,392,2548.5718,2.0389,2502.1,5634.6,800,2491.2,3.20
group-p250-b1-w1,b0d,group,250,1,1,800,stable,256,0,355,2817.8873,2.2543,2692.4,5925.9,800,2586.9,4.08
group-p250-b1-w1,b0dth,group,250,1,1,800,stable,256,0,360,2780.7253,2.2246,2694.0,4223.9,800,2556.3,4.15
group-p250-b1-w1,b0dth,group,250,1,1,800,stable,256,1,337,2967.1086,2.3737,2686.1,5837.5,800,2742.7,4.22
group-p250-b1-w1,b0d,group,250,1,1,800,stable,256,1,339,2949.3696,2.3595,2712.2,5836.9,800,2722.9,4.44
group-p250-b1-w1,logsp,group,250,1,1,800,stable,256,1,336,2973.9653,2.3792,2661.7,5033.7,800,2915.6,4.30
group-p250-b1-w1,log,group,250,1,1,800,stable,256,1,343,2915.1283,2.3321,2573.4,8349.4,800,2840.5,4.52
group-p250-b1-w1,bare,group,250,1,1,800,stable,256,1,365,2741.7789,2.1934,2507.6,4873.5,800,2718.4,5.20
group-p250-b1-w1,bare,group,250,1,1,800,stable,256,2,401,2495.5624,1.9964,2484.1,3579.8,800,2467.2,5.41
group-p250-b1-w1,log,group,250,1,1,800,stable,256,2,387,2581.9373,2.0655,2508.3,4937.0,800,2508.5,5.21
group-p250-b1-w1,logsp,group,250,1,1,800,stable,256,2,389,2569.6472,2.0557,2500.2,5628.4,800,2513.5,5.28
group-p250-b1-w1,b0d,group,250,1,1,800,stable,256,2,372,2688.9030,2.1511,2680.1,3401.5,800,2460.0,5.41
group-p250-b1-w1,b0dth,group,250,1,1,800,stable,256,2,369,2709.1588,2.1673,2668.2,5787.5,800,2485.9,5.19
proc-p250-b1-w4,bare,process,250,1,4,40000,stable,256,0,341086,2.9318,0.4691,10.1,27.2,0,0.0,5.19
proc-p250-b1-w4,log,process,250,1,4,40000,stable,256,0,66081,15.1328,2.4213,53.4,117.1,0,0.0,5.19
proc-p250-b1-w4,logsp,process,250,1,4,40000,stable,256,0,64960,15.3940,2.4630,54.0,139.7,0,0.0,5.25
proc-p250-b1-w4,b0d,process,250,1,4,40000,stable,256,0,201982,4.9509,0.7921,16.8,37.9,0,0.0,5.47
proc-p250-b1-w4,b0dth,process,250,1,4,40000,stable,256,0,227089,4.4036,0.7046,16.2,31.3,0,0.0,5.47
proc-p250-b1-w4,b0dth,process,250,1,4,40000,stable,256,1,236814,4.2227,0.6756,15.0,30.7,0,0.0,5.47
proc-p250-b1-w4,b0d,process,250,1,4,40000,stable,256,1,216074,4.6280,0.7405,16.1,33.9,0,0.0,5.47
proc-p250-b1-w4,logsp,process,250,1,4,40000,stable,256,1,67069,14.9100,2.3856,52.6,116.8,0,0.0,5.36
proc-p250-b1-w4,log,process,250,1,4,40000,stable,256,1,65866,15.1824,2.4292,54.4,116.9,0,0.0,5.36
proc-p250-b1-w4,bare,process,250,1,4,40000,stable,256,1,351603,2.8441,0.4551,10.0,22.2,0,0.0,5.25
proc-p250-b1-w4,bare,process,250,1,4,40000,stable,256,2,353592,2.8281,0.4525,9.8,24.3,0,0.0,5.25
proc-p250-b1-w4,log,process,250,1,4,40000,stable,256,2,71712,13.9447,2.2312,51.7,90.6,0,0.0,5.25
proc-p250-b1-w4,logsp,process,250,1,4,40000,stable,256,2,68162,14.6709,2.3473,53.0,115.4,0,0.0,5.47
proc-p250-b1-w4,b0d,process,250,1,4,40000,stable,256,2,206415,4.8446,0.7751,16.6,37.7,0,0.0,5.59
proc-p250-b1-w4,b0dth,process,250,1,4,40000,stable,256,2,233487,4.2829,0.6853,15.9,30.9,0,0.0,5.59
group-p250-b1-w4,bare,group,250,1,4,800,stable,256,0,1560,641.1090,2.0515,2491.0,3237.1,801,2515.1,5.62
group-p250-b1-w4,log,group,250,1,4,800,stable,256,0,1530,653.3924,2.0909,2580.9,3145.9,803,2476.0,5.41
group-p250-b1-w4,logsp,group,250,1,4,800,stable,256,0,1504,664.9187,2.1277,2582.6,5735.1,801,2533.0,5.22
group-p250-b1-w4,b0d,group,250,1,4,800,stable,256,0,1452,688.5070,2.2032,2684.8,3007.3,800,2520.2,5.67
group-p250-b1-w4,b0dth,group,250,1,4,800,stable,256,0,1430,699.3667,2.2380,2702.4,4618.0,803,2541.4,5.29
group-p250-b1-w4,b0dth,group,250,1,4,800,stable,256,1,1429,699.8921,2.2397,2686.8,5876.9,801,2559.5,5.38
group-p250-b1-w4,b0d,group,250,1,4,800,stable,256,1,1447,691.1490,2.2117,2695.8,4564.6,800,2530.6,5.35
group-p250-b1-w4,logsp,group,250,1,4,800,stable,256,1,735,1360.1136,4.3524,5277.8,8973.3,1513,2847.5,5.05
group-p250-b1-w4,log,group,250,1,4,800,stable,256,1,1367,731.5873,2.3411,2633.9,5727.2,805,2792.1,4.89
group-p250-b1-w4,bare,group,250,1,4,800,stable,256,1,1411,708.6631,2.2677,2541.9,4788.9,801,2781.4,4.44
group-p250-b1-w4,bare,group,250,1,4,800,stable,256,2,1561,640.7069,2.0503,2499.3,5721.9,801,2511.2,4.16
group-p250-b1-w4,log,group,250,1,4,800,stable,256,2,1454,687.8034,2.2010,2594.4,5781.6,803,2612.4,4.23
group-p250-b1-w4,logsp,group,250,1,4,800,stable,256,2,1523,656.7246,2.1015,2579.2,5609.3,800,2505.1,4.05
group-p250-b1-w4,b0d,group,250,1,4,800,stable,256,2,1367,731.3680,2.3404,2701.7,5904.6,800,2692.2,3.80
group-p250-b1-w4,b0dth,group,250,1,4,800,stable,256,2,1409,709.5343,2.2705,2714.2,4407.6,800,2604.0,3.90
proc-p250-b10-w1,bare,process,250,10,1,12500,stable,256,0,667754,14.9756,0.1872,11.9,27.9,0,0.0,3.75
proc-p250-b10-w1,log,process,250,10,1,12500,stable,256,0,279533,35.7739,0.4472,33.5,64.6,0,0.0,3.75
proc-p250-b10-w1,logsp,process,250,10,1,12500,stable,256,0,278825,35.8648,0.4483,32.9,68.7,0,0.0,3.75
proc-p250-b10-w1,b0d,process,250,10,1,12500,stable,256,0,487566,20.5101,0.2564,16.9,39.3,0,0.0,3.75
proc-p250-b10-w1,b0dth,process,250,10,1,12500,stable,256,0,751404,13.3084,0.1664,11.2,24.5,0,0.0,3.75
proc-p250-b10-w1,b0dth,process,250,10,1,12500,stable,256,1,718747,13.9131,0.1739,11.5,23.8,0,0.0,3.75
proc-p250-b10-w1,b0d,process,250,10,1,12500,stable,256,1,562143,17.7891,0.2224,15.5,31.3,0,0.0,3.53
proc-p250-b10-w1,logsp,process,250,10,1,12500,stable,256,1,268207,37.2846,0.4661,34.4,68.8,0,0.0,3.53
proc-p250-b10-w1,log,process,250,10,1,12500,stable,256,1,266479,37.5264,0.4691,33.1,75.5,0,0.0,3.53
proc-p250-b10-w1,bare,process,250,10,1,12500,stable,256,1,770112,12.9851,0.1623,11.3,22.2,0,0.0,3.53
proc-p250-b10-w1,bare,process,250,10,1,12500,stable,256,2,815061,12.2690,0.1534,11.3,22.2,0,0.0,3.53
proc-p250-b10-w1,log,process,250,10,1,12500,stable,256,2,285037,35.0831,0.4385,32.0,60.5,0,0.0,3.53
proc-p250-b10-w1,logsp,process,250,10,1,12500,stable,256,2,276684,36.1424,0.4518,32.6,63.8,0,0.0,3.57
proc-p250-b10-w1,b0d,process,250,10,1,12500,stable,256,2,546633,18.2938,0.2287,17.0,31.0,0,0.0,3.57
proc-p250-b10-w1,b0dth,process,250,10,1,12500,stable,256,2,648040,15.4312,0.1929,12.6,26.2,0,0.0,3.57
group-p250-b10-w1,bare,group,250,10,1,500,stable,256,0,3925,2548.0760,1.2740,2494.0,4937.5,500,2519.5,3.68
group-p250-b10-w1,log,group,250,10,1,500,stable,256,0,3781,2645.0797,1.3225,2510.0,5847.3,500,2576.8,3.63
group-p250-b10-w1,logsp,group,250,10,1,500,stable,256,0,3929,2545.0429,1.2725,2514.4,3173.1,500,2477.1,3.50
group-p250-b10-w1,b0d,group,250,10,1,500,stable,256,0,3661,2731.7345,1.3659,2695.8,4177.0,500,2485.5,3.30
group-p250-b10-w1,b0dth,group,250,10,1,500,stable,256,0,3681,2716.7442,1.3584,2692.4,3446.6,500,2486.0,4.23
group-p250-b10-w1,b0dth,group,250,10,1,500,stable,256,1,3618,2763.7573,1.3819,2694.4,3209.4,500,2533.6,4.13
group-p250-b10-w1,b0d,group,250,10,1,500,stable,256,1,3496,2860.0383,1.4300,2698.7,5888.2,500,2625.5,4.76
group-p250-b10-w1,logsp,group,250,10,1,500,stable,256,1,3949,2532.2649,1.2661,2510.0,2774.4,500,2467.8,4.89
group-p250-b10-w1,log,group,250,10,1,500,stable,256,1,3947,2533.5165,1.2668,2514.0,2778.1,500,2463.5,4.74
group-p250-b10-w1,bare,group,250,10,1,500,stable,256,1,3853,2595.3072,1.2977,2503.6,5604.7,500,2559.7,4.60
group-p250-b10-w1,bare,group,250,10,1,500,stable,256,2,3910,2557.2471,1.2786,2490.5,5706.2,500,2530.6,4.55
group-p250-b10-w1,log,group,250,10,1,500,stable,256,2,3915,2554.3580,1.2772,2506.1,2843.6,500,2479.6,4.50
group-p250-b10-w1,logsp,group,250,10,1,500,stable,256,2,3930,2544.2304,1.2721,2503.1,3392.2,500,2475.7,4.30
group-p250-b10-w1,b0d,group,250,10,1,500,stable,256,2,3626,2757.9429,1.3790,2693.7,5810.1,500,2524.2,4.60
group-p250-b10-w1,b0dth,group,250,10,1,500,stable,256,2,3679,2718.2231,1.3591,2694.5,3141.8,500,2486.5,4.39
proc-p250-b10-w4,bare,process,250,10,4,12500,stable,512,0,1797819,5.5623,0.2781,19.3,37.2,0,0.0,4.28
proc-p250-b10-w4,log,process,250,10,4,12500,stable,512,0,601281,16.6312,0.8316,58.9,134.8,0,0.0,4.28
proc-p250-b10-w4,logsp,process,250,10,4,12500,stable,512,0,564295,17.7212,0.8861,60.1,320.0,0,0.0,4.28
proc-p250-b10-w4,b0d,process,250,10,4,12500,stable,512,0,1077289,9.2826,0.4641,31.7,63.7,0,0.0,4.42
proc-p250-b10-w4,b0dth,process,250,10,4,12500,stable,512,0,1289571,7.7545,0.3877,27.4,45.5,0,0.0,4.42
proc-p250-b10-w4,b0dth,process,250,10,4,12500,stable,512,1,1329517,7.5215,0.3761,27.1,48.7,0,0.0,4.35
proc-p250-b10-w4,b0d,process,250,10,4,12500,stable,512,1,1139682,8.7744,0.4387,30.7,64.2,0,0.0,4.35
proc-p250-b10-w4,logsp,process,250,10,4,12500,stable,512,1,587068,17.0338,0.8517,59.3,145.2,0,0.0,4.35
proc-p250-b10-w4,log,process,250,10,4,12500,stable,512,1,632035,15.8219,0.7911,56.9,113.8,0,0.0,4.48
proc-p250-b10-w4,bare,process,250,10,4,12500,stable,512,1,1837988,5.4407,0.2720,19.0,43.6,0,0.0,4.48
proc-p250-b10-w4,bare,process,250,10,4,12500,stable,512,2,1796836,5.5653,0.2783,19.3,40.2,0,0.0,4.48
proc-p250-b10-w4,log,process,250,10,4,12500,stable,512,2,576950,17.3325,0.8666,59.9,137.9,0,0.0,4.48
proc-p250-b10-w4,logsp,process,250,10,4,12500,stable,512,2,583766,17.1302,0.8565,60.4,166.1,0,0.0,4.68
proc-p250-b10-w4,b0d,process,250,10,4,12500,stable,512,2,1152122,8.6796,0.4340,29.5,67.5,0,0.0,4.68
proc-p250-b10-w4,b0dth,process,250,10,4,12500,stable,512,2,1305875,7.6577,0.3829,27.2,48.6,0,0.0,4.63
group-p250-b10-w4,bare,group,250,10,4,500,stable,256,0,15425,648.2915,1.2966,2554.6,3654.8,502,2521.4,4.34
group-p250-b10-w4,log,group,250,10,4,500,stable,256,0,14806,675.4202,1.3508,2603.9,5856.5,500,2566.7,5.27
group-p250-b10-w4,logsp,group,250,10,4,500,stable,256,0,7755,1289.4117,2.5788,5006.2,11238.2,1000,2548.3,5.22
group-p250-b10-w4,b0d,group,250,10,4,500,stable,256,0,13485,741.5418,1.4831,2769.6,4721.4,500,2714.7,5.11
group-p250-b10-w4,b0dth,group,250,10,4,500,stable,256,0,12782,782.3344,1.5647,2726.0,6178.5,502,2862.7,4.78
group-p250-b10-w4,b0dth,group,250,10,4,500,stable,256,1,13092,763.8454,1.5277,2722.7,4833.0,507,2746.2,4.64
group-p250-b10-w4,b0d,group,250,10,4,500,stable,256,1,12260,815.6365,1.6313,2874.0,6642.4,500,3013.7,4.37
group-p250-b10-w4,logsp,group,250,10,4,500,stable,256,1,12870,777.0151,1.5540,2733.6,5187.8,504,2941.4,4.42
group-p250-b10-w4,log,group,250,10,4,500,stable,256,1,9260,1079.9405,2.1599,4936.6,8359.3,798,2650.7,4.28
group-p250-b10-w4,bare,group,250,10,4,500,stable,256,1,14288,699.8858,1.3998,2590.8,4416.8,501,2726.3,4.18
group-p250-b10-w4,bare,group,250,10,4,500,stable,256,2,13796,724.8233,1.4496,2558.7,5701.4,519,2732.7,3.92
group-p250-b10-w4,log,group,250,10,4,500,stable,256,2,11420,875.6397,1.7513,2630.0,8830.7,662,2562.6,3.77
group-p250-b10-w4,logsp,group,250,10,4,500,stable,256,2,14468,691.1632,1.3823,2609.6,5876.4,502,2614.2,3.63
group-p250-b10-w4,b0d,group,250,10,4,500,stable,256,2,13827,723.2304,1.4465,2721.1,5295.3,500,2646.6,3.58
group-p250-b10-w4,b0dth,group,250,10,4,500,stable,256,2,13841,722.4873,1.4450,2713.9,5026.5,500,2646.4,3.53
proc-p250-b100-w1,bare,process,250,100,1,2500,stable,256,0,2807894,35.6139,0.0890,28.3,59.6,0,0.0,3.89
proc-p250-b100-w1,log,process,250,100,1,2500,stable,256,0,1052994,94.9673,0.2374,80.6,146.3,0,0.0,3.89
proc-p250-b100-w1,logsp,process,250,100,1,2500,stable,256,0,1167221,85.6736,0.2142,72.0,118.3,0,0.0,3.89
proc-p250-b100-w1,b0d,process,250,100,1,2500,stable,256,0,1712486,58.3946,0.1460,46.9,81.7,0,0.0,3.89
proc-p250-b100-w1,b0dth,process,250,100,1,2500,stable,256,0,2446784,40.8700,0.1022,29.7,62.2,0,0.0,3.89
proc-p250-b100-w1,b0dth,process,250,100,1,2500,stable,256,1,2491890,40.1302,0.1003,29.6,63.1,0,0.0,4.14
proc-p250-b100-w1,b0d,process,250,100,1,2500,stable,256,1,1807691,55.3192,0.1383,46.1,75.3,0,0.0,4.14
proc-p250-b100-w1,logsp,process,250,100,1,2500,stable,256,1,1086884,92.0062,0.2300,75.4,138.5,0,0.0,4.14
proc-p250-b100-w1,log,process,250,100,1,2500,stable,256,1,1061237,94.2296,0.2356,79.7,147.0,0,0.0,4.14
proc-p250-b100-w1,bare,process,250,100,1,2500,stable,256,1,2700768,37.0265,0.0926,28.3,68.4,0,0.0,4.14
proc-p250-b100-w1,bare,process,250,100,1,2500,stable,256,2,2780240,35.9681,0.0899,27.5,70.3,0,0.0,4.14
proc-p250-b100-w1,log,process,250,100,1,2500,stable,256,2,1115085,89.6792,0.2242,77.2,131.3,0,0.0,3.89
proc-p250-b100-w1,logsp,process,250,100,1,2500,stable,256,2,1268230,78.8501,0.1971,67.7,128.2,0,0.0,3.89
proc-p250-b100-w1,b0d,process,250,100,1,2500,stable,256,2,1874450,53.3490,0.1334,44.8,84.4,0,0.0,3.89
proc-p250-b100-w1,b0dth,process,250,100,1,2500,stable,256,2,2427460,41.1953,0.1030,30.4,55.3,0,0.0,3.89
group-p250-b100-w1,bare,group,250,100,1,300,stable,256,0,35023,2855.3013,0.8566,2523.2,5792.6,300,2806.0,3.73
group-p250-b100-w1,log,group,250,100,1,300,stable,256,0,35986,2778.8738,0.8337,2603.6,4558.2,300,2659.9,3.52
group-p250-b100-w1,logsp,group,250,100,1,300,stable,256,0,23500,4255.2655,1.2766,2829.1,34473.2,300,4056.1,3.47
group-p250-b100-w1,b0d,group,250,100,1,300,stable,256,0,34615,2888.8961,0.8667,2775.7,4314.3,300,2615.6,3.56
group-p250-b100-w1,b0dth,group,250,100,1,300,stable,256,0,33487,2986.2057,0.8959,2771.6,6090.6,300,2723.3,3.36
group-p250-b100-w1,b0dth,group,250,100,1,300,stable,256,1,32759,3052.5801,0.9158,2806.7,4732.2,300,2791.0,3.49
group-p250-b100-w1,b0d,group,250,100,1,300,stable,256,1,31674,3157.1907,0.9472,2818.4,8953.1,300,2876.3,3.21
group-p250-b100-w1,logsp,group,250,100,1,300,stable,256,1,32266,3099.2336,0.9298,2709.5,7305.1,300,2968.1,4.39
group-p250-b100-w1,log,group,250,100,1,300,stable,256,1,33283,3004.5767,0.9014,2612.5,5756.3,300,2875.9,4.28
group-p250-b100-w1,bare,group,250,100,1,300,stable,256,1,34042,2937.5268,0.8813,2641.5,4562.2,300,2882.8,4.34
group-p250-b100-w1,bare,group,250,100,1,300,stable,256,2,35108,2848.3813,0.8545,2601.0,5590.4,300,2789.0,4.15
group-p250-b100-w1,log,group,250,100,1,300,stable,256,2,34433,2904.2248,0.8713,2634.0,5778.6,300,2780.9,4.30
group-p250-b100-w1,logsp,group,250,100,1,300,stable,256,2,35549,2813.0147,0.8439,2599.6,4739.4,300,2703.3,4.11
group-p250-b100-w1,b0d,group,250,100,1,300,stable,256,2,32876,3041.6867,0.9125,2779.9,5977.9,300,2769.3,4.03
group-p250-b100-w1,b0dth,group,250,100,1,300,stable,256,2,31793,3145.3697,0.9436,2804.5,5872.2,300,2874.0,3.78
proc-p250-b100-w4,bare,process,250,100,4,2500,stable,1024,0,4269019,23.4246,0.2342,82.0,163.5,0,0.0,3.78
proc-p250-b100-w4,log,process,250,100,4,2500,stable,1024,0,1752458,57.0627,0.5706,168.0,379.7,0,0.0,3.96
proc-p250-b100-w4,logsp,process,250,100,4,2500,stable,1024,0,1624760,61.5475,0.6155,176.3,814.9,0,0.0,3.96
proc-p250-b100-w4,b0d,process,250,100,4,2500,stable,1024,0,2339600,42.7423,0.4274,144.1,319.7,0,0.0,3.96
proc-p250-b100-w4,b0dth,process,250,100,4,2500,stable,1024,0,3597749,27.7952,0.2780,95.2,153.3,0,0.0,3.96
proc-p250-b100-w4,b0dth,process,250,100,4,2500,stable,1024,1,3767089,26.5457,0.2655,93.5,158.9,0,0.0,3.72
proc-p250-b100-w4,b0d,process,250,100,4,2500,stable,1024,1,2235890,44.7249,0.4472,156.9,285.9,0,0.0,3.72
proc-p250-b100-w4,logsp,process,250,100,4,2500,stable,1024,1,1728585,57.8508,0.5785,170.0,405.4,0,0.0,3.72
proc-p250-b100-w4,log,process,250,100,4,2500,stable,1024,1,1700417,58.8091,0.5881,174.5,446.6,0,0.0,3.72
proc-p250-b100-w4,bare,process,250,100,4,2500,stable,1024,1,4391920,22.7691,0.2277,79.2,129.2,0,0.0,4.23
proc-p250-b100-w4,bare,process,250,100,4,2500,stable,1024,2,4352199,22.9769,0.2298,79.5,119.8,0,0.0,4.23
proc-p250-b100-w4,log,process,250,100,4,2500,stable,1024,2,1708830,58.5196,0.5852,170.6,356.7,0,0.0,4.23
proc-p250-b100-w4,logsp,process,250,100,4,2500,stable,1024,2,1693724,59.0415,0.5904,171.8,657.8,0,0.0,4.53
proc-p250-b100-w4,b0d,process,250,100,4,2500,stable,1024,2,2360515,42.3636,0.4236,148.1,243.5,0,0.0,4.53
proc-p250-b100-w4,b0dth,process,250,100,4,2500,stable,1024,2,3628200,27.5619,0.2756,94.3,152.2,0,0.0,4.57
group-p250-b100-w4,bare,group,250,100,4,300,stable,256,0,127532,784.1180,0.9409,2788.9,5897.4,301,2972.1,4.57
group-p250-b100-w4,log,group,250,100,4,300,stable,256,0,67652,1478.1483,1.7738,5581.3,8968.4,600,2881.7,4.60
group-p250-b100-w4,logsp,group,250,100,4,300,stable,256,0,114012,877.0986,1.0525,3046.9,7051.6,302,3153.6,4.87
group-p250-b100-w4,b0d,group,250,100,4,300,stable,256,0,118778,841.9041,1.0103,3012.3,6567.3,300,3001.9,4.72
group-p250-b100-w4,b0dth,group,250,100,4,300,stable,256,0,121729,821.4947,0.9858,2983.9,6065.9,300,2939.2,4.66
group-p250-b100-w4,b0dth,group,250,100,4,300,stable,256,1,118603,843.1522,1.0118,3010.6,6004.2,301,3011.6,4.61
group-p250-b100-w4,b0d,group,250,100,4,300,stable,256,1,112758,886.8566,1.0642,3129.1,6749.2,300,3191.7,4.72
group-p250-b100-w4,logsp,group,250,100,4,300,stable,256,1,108331,923.0951,1.1077,3262.5,6685.3,301,3323.2,4.98
group-p250-b100-w4,log,group,250,100,4,300,stable,256,1,106542,938.5948,1.1263,3527.0,5745.8,301,3406.8,4.99
group-p250-b100-w4,bare,group,250,100,4,300,stable,256,1,119085,839.7376,1.0077,2991.4,5896.4,305,3155.1,5.07
group-p250-b100-w4,bare,group,250,100,4,300,stable,256,2,122693,815.0432,0.9781,2949.9,5901.8,301,3091.4,5.14
