cell,engine,mode,payload,batch,writers,bpw,kind,seg_mb,rep,ev_s,per_append_us,wall_s,p50_us,p99_us,fsyncs,mean_fsync_us,load1
group-p250-b100-w4,log,group,250,100,4,300,stable,256,2,124043,806.1737,0.9674,2866.9,6040.6,330,2630.1,4.97
group-p250-b100-w4,logsp,group,250,100,4,300,stable,256,2,74814,1336.6417,1.6040,5167.1,11405.5,600,2598.3,4.65
group-p250-b100-w4,b0d,group,250,100,4,300,stable,256,2,133413,749.5495,0.8995,2893.0,5970.4,301,2615.5,4.52
group-p250-b100-w4,b0dth,group,250,100,4,300,stable,256,2,133324,750.0525,0.9001,2897.5,5990.0,301,2633.6,4.32
proc-p250-b1000-w1,bare,process,250,1000,1,250,stable,256,0,2918502,342.6415,0.0857,143.2,186.0,0,0.0,4.32
proc-p250-b1000-w1,log,process,250,1000,1,250,stable,256,0,2469592,404.9252,0.1012,299.0,495.5,0,0.0,4.32
proc-p250-b1000-w1,logsp,process,250,1000,1,250,stable,256,0,2588485,386.3263,0.0966,297.6,407.2,0,0.0,4.29
proc-p250-b1000-w1,b0d,process,250,1000,1,250,stable,256,0,2901751,344.6195,0.0862,246.4,435.2,0,0.0,4.29
proc-p250-b1000-w1,b0dth,process,250,1000,1,250,stable,256,0,3547297,281.9048,0.0705,200.7,659.2,0,0.0,4.29
proc-p250-b1000-w1,b0dth,process,250,1000,1,250,stable,256,1,3592742,278.3389,0.0696,195.2,283.6,0,0.0,4.29
proc-p250-b1000-w1,b0d,process,250,1000,1,250,stable,256,1,2924822,341.9011,0.0855,244.6,377.7,0,0.0,4.29
proc-p250-b1000-w1,logsp,process,250,1000,1,250,stable,256,1,1867017,535.6138,0.1339,457.3,651.4,0,0.0,4.29
proc-p250-b1000-w1,log,process,250,1000,1,250,stable,256,1,2384422,419.3888,0.1048,302.2,583.9,0,0.0,4.29
proc-p250-b1000-w1,bare,process,250,1000,1,250,stable,256,1,2560797,390.5035,0.0976,156.1,845.9,0,0.0,4.29
proc-p250-b1000-w1,bare,process,250,1000,1,250,stable,256,2,2596585,385.1212,0.0963,156.3,341.4,0,0.0,4.03
proc-p250-b1000-w1,log,process,250,1000,1,250,stable,256,2,2216684,451.1243,0.1128,348.3,678.3,0,0.0,4.03
proc-p250-b1000-w1,logsp,process,250,1000,1,250,stable,256,2,2274499,439.6572,0.1099,339.8,585.6,0,0.0,4.03
proc-p250-b1000-w1,b0d,process,250,1000,1,250,stable,256,2,2380926,420.0047,0.1050,333.3,496.6,0,0.0,4.03
proc-p250-b1000-w1,b0dth,process,250,1000,1,250,stable,256,2,3198056,312.6899,0.0782,199.9,303.8,0,0.0,4.03
group-p250-b1000-w1,bare,group,250,1000,1,100,stable,256,0,234897,4257.1806,0.4257,4336.9,5800.4,100,3915.5,4.35
group-p250-b1000-w1,log,group,250,1000,1,100,stable,256,0,231367,4322.1345,0.4322,3732.2,6433.6,100,3831.1,4.08
group-p250-b1000-w1,logsp,group,250,1000,1,100,stable,256,0,229580,4355.7767,0.4356,3784.9,6532.3,100,3807.7,3.83
group-p250-b1000-w1,b0d,group,250,1000,1,100,stable,256,0,206618,4839.8471,0.4840,4719.4,7295.4,100,4258.0,3.60
group-p250-b1000-w1,b0dth,group,250,1000,1,100,stable,256,0,301311,3318.8260,0.3319,3180.7,3397.5,100,2810.7,3.64
group-p250-b1000-w1,b0dth,group,250,1000,1,100,stable,256,1,294896,3391.0203,0.3391,3185.5,3513.8,100,2884.0,3.42
group-p250-b1000-w1,b0d,group,250,1000,1,100,stable,256,1,223622,4471.8261,0.4472,4380.9,6839.4,100,3880.9,3.42
group-p250-b1000-w1,logsp,group,250,1000,1,100,stable,256,1,205915,4856.3705,0.4856,4753.6,7611.0,100,4268.7,3.39
group-p250-b1000-w1,log,group,250,1000,1,100,stable,256,1,213118,4692.2471,0.4692,4580.0,8385.6,100,4132.7,3.96
group-p250-b1000-w1,bare,group,250,1000,1,100,stable,256,1,237461,4211.2119,0.4211,4312.7,6142.8,100,3850.6,3.65
group-p250-b1000-w1,bare,group,250,1000,1,100,stable,256,2,220823,4528.5059,0.4529,4293.1,7436.9,100,4171.6,4.00
group-p250-b1000-w1,log,group,250,1000,1,100,stable,256,2,293058,3412.2919,0.3412,3222.0,3430.3,100,2859.6,7.25
group-p250-b1000-w1,logsp,group,250,1000,1,100,stable,256,2,303755,3292.1279,0.3292,3171.8,3468.3,100,2761.6,7.31
group-p250-b1000-w1,b0d,group,250,1000,1,100,stable,256,2,286636,3488.7502,0.3489,3213.2,6362.0,100,2939.2,7.20
group-p250-b1000-w1,b0dth,group,250,1000,1,100,stable,256,2,306650,3261.0476,0.3261,3171.6,3603.9,100,2780.2,6.70
proc-p250-b1000-w4,bare,process,250,1000,4,250,stable,1024,0,3199001,312.5975,0.3126,1032.8,2677.3,0,0.0,6.70
proc-p250-b1000-w4,log,process,250,1000,4,250,stable,1024,0,2823387,354.1845,0.3542,923.9,2234.3,0,0.0,6.70
proc-p250-b1000-w4,logsp,process,250,1000,4,250,stable,1024,0,2841675,351.9052,0.3519,911.4,2357.5,0,0.0,6.70
proc-p250-b1000-w4,b0d,process,250,1000,4,250,stable,1024,0,4124021,242.4818,0.2425,801.7,1309.8,0,0.0,6.49
proc-p250-b1000-w4,b0dth,process,250,1000,4,250,stable,1024,0,5256874,190.2271,0.1902,655.7,943.3,0,0.0,6.49
proc-p250-b1000-w4,b0dth,process,250,1000,4,250,stable,1024,1,5096371,196.2181,0.1962,636.4,845.6,0,0.0,6.49
proc-p250-b1000-w4,b0d,process,250,1000,4,250,stable,1024,1,3466962,288.4370,0.2884,914.3,1726.3,0,0.0,6.49
proc-p250-b1000-w4,logsp,process,250,1000,4,250,stable,1024,1,3079878,324.6881,0.3247,866.1,1862.4,0,0.0,6.49
proc-p250-b1000-w4,log,process,250,1000,4,250,stable,1024,1,2790241,358.3919,0.3584,910.2,2471.6,0,0.0,6.49
proc-p250-b1000-w4,bare,process,250,1000,4,250,stable,1024,1,3212305,311.3029,0.3113,1040.7,1665.0,0,0.0,6.53
proc-p250-b1000-w4,bare,process,250,1000,4,250,stable,1024,2,3339758,299.4229,0.2994,1003.7,1323.4,0,0.0,6.65
proc-p250-b1000-w4,log,process,250,1000,4,250,stable,1024,2,2872694,348.1053,0.3481,914.1,2216.7,0,0.0,6.65
proc-p250-b1000-w4,logsp,process,250,1000,4,250,stable,1024,2,2939096,340.2407,0.3402,907.3,2196.2,0,0.0,6.43
proc-p250-b1000-w4,b0d,process,250,1000,4,250,stable,1024,2,3318277,301.3612,0.3014,1019.0,1944.6,0,0.0,6.43
proc-p250-b1000-w4,b0dth,process,250,1000,4,250,stable,1024,2,5346351,187.0435,0.1870,648.5,906.0,0,0.0,6.43
group-p250-b1000-w4,bare,group,250,1000,4,100,stable,512,0,637544,1568.5198,0.6274,6154.1,8351.5,102,5279.5,6.00
group-p250-b1000-w4,log,group,250,1000,4,100,stable,512,0,475610,2102.5625,0.8410,6525.0,13952.7,199,3840.9,5.68
group-p250-b1000-w4,logsp,group,250,1000,4,100,stable,512,0,346199,2888.5104,1.1554,11323.9,14915.2,189,5596.3,5.62
group-p250-b1000-w4,b0d,group,250,1000,4,100,stable,512,0,463174,2159.0153,0.8636,7123.2,15349.5,122,5871.9,5.73
group-p250-b1000-w4,b0dth,group,250,1000,4,100,stable,512,0,926750,1079.0391,0.4316,3875.0,7212.8,100,3238.8,5.43
group-p250-b1000-w4,b0dth,group,250,1000,4,100,stable,512,1,550241,1817.3845,0.7270,7098.8,8521.0,100,6232.2,5.16
group-p250-b1000-w4,b0d,group,250,1000,4,100,stable,512,1,484038,2065.9533,0.8264,7657.1,13856.0,104,6522.6,4.53
group-p250-b1000-w4,logsp,group,250,1000,4,100,stable,512,1,284939,3509.5267,1.4038,13629.2,19983.0,200,6599.3,4.33
group-p250-b1000-w4,log,group,250,1000,4,100,stable,512,1,313736,3187.3926,1.2750,12776.8,16066.7,200,5966.1,4.14
group-p250-b1000-w4,bare,group,250,1000,4,100,stable,512,1,1001176,998.8254,0.3995,3710.9,7242.5,101,3075.7,3.97
group-p250-b1000-w4,bare,group,250,1000,4,100,stable,512,2,666709,1499.9054,0.6000,5895.1,13011.9,101,5097.1,3.97
group-p250-b1000-w4,log,group,250,1000,4,100,stable,512,2,438446,2280.7803,0.9123,8580.9,13586.6,199,4138.8,3.98
group-p250-b1000-w4,logsp,group,250,1000,4,100,stable,512,2,528679,1891.5055,0.7566,7616.7,10560.4,155,3942.7,3.98
group-p250-b1000-w4,b0d,group,250,1000,4,100,stable,512,2,881368,1134.6001,0.4538,4003.9,7853.6,104,3010.7,3.90
group-p250-b1000-w4,b0dth,group,250,1000,4,100,stable,512,2,965227,1036.0259,0.4144,3957.9,7106.0,100,3008.2,3.75
convoy-b10-w1,bare,group,250,10,1,2000,stable,256,0,3350,2984.9958,5.9700,2642.2,5727.7,2000,2957.3,7.22
convoy-b10-w1,log,group,250,10,1,2000,stable,256,0,3263,3064.2592,6.1285,2722.0,5717.6,2000,2997.6,6.88
convoy-b10-w1,b0d,group,250,10,1,2000,stable,256,0,3443,2904.6103,5.8092,2702.8,5823.8,2000,2673.4,6.35
convoy-b10-w1,b0d,group,250,10,1,2000,stable,256,1,3636,2750.2005,5.5004,2693.9,5788.0,2000,2518.5,5.91
convoy-b10-w1,log,group,250,10,1,2000,stable,256,1,3883,2575.1646,5.1503,2509.6,5622.4,2000,2508.5,6.02
convoy-b10-w1,bare,group,250,10,1,2000,stable,256,1,3958,2526.7747,5.0535,2482.7,5554.0,2000,2500.5,5.62
convoy-b10-w1,bare,group,250,10,1,2000,stable,256,2,3938,2539.6651,5.0793,2486.3,5610.7,2000,2513.8,5.21
convoy-b10-w1,log,group,250,10,1,2000,stable,256,2,3902,2562.9971,5.1260,2503.6,5615.7,2000,2499.9,4.94
convoy-b10-w1,b0d,group,250,10,1,2000,stable,256,2,3459,2890.8400,5.7817,2702.3,5754.9,2000,2661.4,4.94
convoy-b10-w4,bare,group,250,10,4,500,stable,256,0,14020,713.2550,1.4265,2531.1,5714.8,502,2787.1,6.55
convoy-b10-w4,log,group,250,10,4,500,stable,256,0,14000,714.3096,1.4286,2617.9,4770.1,509,2651.8,6.19
convoy-b10-w4,b0d,group,250,10,4,500,stable,256,0,14660,682.1479,1.3643,2703.3,3300.6,500,2480.7,5.85
convoy-b10-w4,b0d,group,250,10,4,500,stable,256,1,14114,708.4977,1.4170,2703.1,6008.0,500,2589.3,5.54
convoy-b10-w4,log,group,250,10,4,500,stable,256,1,8589,1164.2983,2.3286,4983.1,11184.7,903,2541.2,5.26
convoy-b10-w4,bare,group,250,10,4,500,stable,256,1,15790,633.3287,1.2667,2503.4,2701.6,501,2473.1,5.08
convoy-b10-w4,bare,group,250,10,4,500,stable,256,2,9487,1054.0313,2.1081,4936.2,8223.8,816,2552.6,5.55
convoy-b10-w4,log,group,250,10,4,500,stable,256,2,14784,676.3988,1.3528,2600.0,5709.0,504,2546.9,6.12
convoy-b10-w4,b0d,group,250,10,4,500,stable,256,2,14379,695.4526,1.3909,2703.1,5917.6,500,2536.5,5.71
convoy-b10-w8,bare,group,250,10,8,250,stable,256,0,30947,323.1324,0.6463,2559.5,2811.8,252,2485.4,5.42
convoy-b10-w8,log,group,250,10,8,250,stable,256,0,16759,596.6910,1.1934,4998.5,11153.0,455,2543.5,5.54
convoy-b10-w8,b0d,group,250,10,8,250,stable,256,0,28130,355.4921,0.7110,2706.0,8905.9,250,2582.6,5.42
convoy-b10-w8,b0d,group,250,10,8,250,stable,256,1,29148,343.0825,0.6862,2717.8,2981.5,250,2478.5,5.14
convoy-b10-w8,log,group,250,10,8,250,stable,256,1,25800,387.6031,0.7752,2717.1,8210.4,272,2584.0,4.89
convoy-b10-w8,bare,group,250,10,8,250,stable,256,1,30168,331.4765,0.6630,2503.7,5684.9,251,2574.2,4.66
convoy-b10-w8,bare,group,250,10,8,250,stable,256,2,31076,321.7932,0.6436,2516.4,2826.0,251,2496.8,4.45
convoy-b10-w8,log,group,250,10,8,250,stable,256,2,28192,354.7156,0.7094,2705.0,5258.6,259,2487.2,4.49
convoy-b10-w8,b0d,group,250,10,8,250,stable,256,2,29195,342.5234,0.6850,2705.9,3021.1,250,2478.7,4.21
convoy-b10-w16,bare,group,250,10,16,125,stable,256,0,55975,178.6520,0.3573,2598.3,8898.8,126,2707.5,3.95
convoy-b10-w16,log,group,250,10,16,125,stable,256,0,42490,235.3504,0.4707,2958.5,11545.8,156,2642.0,3.95
convoy-b10-w16,b0d,group,250,10,16,125,stable,256,0,55578,179.9265,0.3599,2801.0,3989.3,126,2541.8,4.28
convoy-b10-w16,b0d,group,250,10,16,125,stable,256,1,53493,186.9408,0.3739,2797.6,5917.4,125,2690.3,4.10
convoy-b10-w16,log,group,250,10,16,125,stable,256,1,48095,207.9229,0.4158,2950.5,5480.5,141,2486.7,3.85
convoy-b10-w16,bare,group,250,10,16,125,stable,256,1,54982,181.8792,0.3638,2609.3,8896.5,126,2734.4,3.70
convoy-b10-w16,bare,group,250,10,16,125,stable,256,2,59321,168.5754,0.3372,2600.7,3686.2,127,2510.6,3.48
convoy-b10-w16,log,group,250,10,16,125,stable,256,2,48083,207.9728,0.4159,2961.9,6216.5,138,2534.3,3.36
convoy-b10-w16,b0d,group,250,10,16,125,stable,256,2,56696,176.3795,0.3528,2796.3,3776.8,125,2519.0,3.10
convoy-b10-w32,bare,group,250,10,32,62,stable,256,0,107253,93.2371,0.1850,2790.3,4301.4,64,2558.4,3.01
convoy-b10-w32,log,group,250,10,32,62,stable,256,0,69448,143.9926,0.2857,3780.1,6405.8,90,2581.4,3.01
convoy-b10-w32,b0d,group,250,10,32,62,stable,256,0,108418,92.2358,0.1830,2900.7,3378.4,62,2547.8,3.01
convoy-b10-w32,b0d,group,250,10,32,62,stable,256,1,109817,91.0602,0.1807,2902.0,3126.0,62,2542.2,3.01
convoy-b10-w32,log,group,250,10,32,62,stable,256,1,68821,145.3054,0.2883,3469.6,12085.0,86,2733.2,2.84
convoy-b10-w32,bare,group,250,10,32,62,stable,256,1,108404,92.2476,0.1830,2742.7,3796.3,65,2536.8,2.78
convoy-b10-w32,bare,group,250,10,32,62,stable,256,2,111268,89.8730,0.1783,2714.3,3757.1,64,2518.4,2.87
convoy-b10-w32,log,group,250,10,32,62,stable,256,2,68434,146.1269,0.2899,5433.9,8773.7,97,2544.6,2.97
convoy-b10-w32,b0d,group,250,10,32,62,stable,256,2,107154,93.3234,0.1852,2911.7,6218.7,62,2608.4,2.97
convoy-b10-w64,bare,group,250,10,64,50,stable,256,0,199520,50.1204,0.1604,3081.2,4021.8,51,2689.7,2.97
convoy-b10-w64,log,group,250,10,64,50,stable,256,0,110517,90.4839,0.2895,5902.7,9918.2,83,2657.9,3.05
convoy-b10-w64,b0d,group,250,10,64,50,stable,256,0,199315,50.1717,0.1605,3199.6,3416.9,50,2703.3,2.89
convoy-b10-w64,b0d,group,250,10,64,50,stable,256,1,197436,50.6492,0.1621,3201.4,4591.8,50,2717.8,3.14
convoy-b10-w64,log,group,250,10,64,50,stable,256,1,111482,89.7007,0.2870,4689.4,7499.6,74,2641.3,2.96
convoy-b10-w64,bare,group,250,10,64,50,stable,256,1,183686,54.4407,0.1742,3110.0,9386.3,51,2924.3,2.97
convoy-b10-w64,bare,group,250,10,64,50,stable,256,2,199436,50.1413,0.1605,3088.9,6383.3,51,2745.5,2.97
convoy-b10-w64,log,group,250,10,64,50,stable,256,2,104429,95.7587,0.3064,5881.3,7688.9,86,2699.9,2.97
convoy-b10-w64,b0d,group,250,10,64,50,stable,256,2,155250,64.4124,0.2061,3476.4,7684.1,50,3598.1,2.81
convoy-b1000-w1,bare,group,250,1000,1,400,stable,512,0,266058,3758.5740,1.5034,3316.2,6209.0,400,3404.3,2.83
convoy-b1000-w1,log,group,250,1000,1,400,stable,512,0,209776,4766.9914,1.9068,4799.3,7340.9,400,4282.6,2.92
convoy-b1000-w1,b0d,group,250,1000,1,400,stable,512,0,198040,5049.4748,2.0198,4858.0,9417.6,400,4502.5,3.25
convoy-b1000-w1,b0d,group,250,1000,1,400,stable,512,1,210589,4748.5822,1.8994,4525.6,8102.1,400,4220.1,3.34
convoy-b1000-w1,log,group,250,1000,1,400,stable,512,1,242287,4127.3413,1.6509,3627.9,6234.6,400,3685.7,3.24
convoy-b1000-w1,bare,group,250,1000,1,400,stable,512,1,252904,3954.0718,1.5816,3391.6,6520.9,400,3601.5,3.14
convoy-b1000-w1,bare,group,250,1000,1,400,stable,512,2,239182,4180.9105,1.6724,3702.2,7781.6,400,3794.6,3.13
convoy-b1000-w1,log,group,250,1000,1,400,stable,512,2,307190,3255.3168,1.3021,3097.1,6223.9,400,2821.6,3.28
convoy-b1000-w1,b0d,group,250,1000,1,400,stable,512,2,294644,3393.9229,1.3576,3221.5,6279.3,400,2856.9,3.33
convoy-b1000-w4,bare,group,250,1000,4,100,stable,512,0,1017591,982.7128,0.3931,3656.9,7037.7,101,3074.0,3.55
convoy-b1000-w4,log,group,250,1000,4,100,stable,512,0,599217,1668.8454,0.6675,6430.3,9730.1,187,3066.4,3.58
convoy-b1000-w4,b0d,group,250,1000,4,100,stable,512,0,767076,1303.6514,0.5215,4059.8,7943.4,123,2963.1,3.54
convoy-b1000-w4,b0d,group,250,1000,4,100,stable,512,1,535324,1868.0282,0.7472,6622.3,13236.7,122,4907.0,3.33
convoy-b1000-w4,log,group,250,1000,4,100,stable,512,1,360253,2775.8305,1.1103,10868.9,15435.1,197,5213.9,3.07
convoy-b1000-w4,bare,group,250,1000,4,100,stable,512,1,583225,1714.6048,0.6858,6726.0,9362.0,101,5987.4,3.22
convoy-b1000-w4,bare,group,250,1000,4,100,stable,512,2,579523,1725.5577,0.6902,6735.2,8689.5,101,5998.5,3.04
convoy-b1000-w4,log,group,250,1000,4,100,stable,512,2,321503,3110.3870,1.2442,12117.9,16806.8,200,5840.1,3.20
convoy-b1000-w4,b0d,group,250,1000,4,100,stable,512,2,686288,1457.1145,0.5828,5631.1,7525.3,100,4434.9,3.02
convoy-b1000-w8,bare,group,250,1000,8,50,stable,512,0,945063,1058.1309,0.4233,8450.4,10915.7,51,6774.5,2.86
convoy-b1000-w8,log,group,250,1000,8,50,stable,512,0,665275,1503.1375,0.6013,11273.3,16878.5,90,5383.8,2.79
convoy-b1000-w8,b0d,group,250,1000,8,50,stable,512,0,655013,1526.6868,0.6107,9077.8,20215.2,78,6281.0,2.83
convoy-b1000-w8,b0d,group,250,1000,8,50,stable,512,1,1068989,935.4629,0.3742,5131.3,12900.6,75,3396.5,2.76
convoy-b1000-w8,log,group,250,1000,8,50,stable,512,1,568673,1758.4800,0.7034,13253.8,19167.1,92,6484.3,3.10
convoy-b1000-w8,bare,group,250,1000,8,50,stable,512,1,763750,1309.3295,0.5237,10052.4,15390.5,51,8777.2,3.01
convoy-b1000-w8,bare,group,250,1000,8,50,stable,512,2,766576,1304.5027,0.5218,9892.5,15439.6,52,8565.2,2.93
convoy-b1000-w8,log,group,250,1000,8,50,stable,512,2,555988,1798.5988,0.7194,13534.1,20186.5,91,6804.3,2.85
convoy-b1000-w8,b0d,group,250,1000,8,50,stable,512,2,767103,1303.6054,0.5214,9430.8,15660.1,68,5925.3,2.71
convoy-b1000-w16,bare,group,250,1000,16,50,stable,1024,0,732518,1365.1550,1.0921,20714.1,29629.0,51,18593.7,2.81
convoy-b1000-w16,log,group,250,1000,16,50,stable,1024,0,1472345,679.1884,0.5434,9337.0,16105.5,77,3937.4,2.74
convoy-b1000-w16,b0d,group,250,1000,16,50,stable,1024,0,932305,1072.6100,0.8581,18057.8,25642.0,90,7251.9,2.68
convoy-b1000-w16,b0d,group,250,1000,16,50,stable,1024,1,696409,1435.9388,1.1488,26183.8,34068.5,84,11151.6,2.55
convoy-b1000-w16,log,group,250,1000,16,50,stable,1024,1,683054,1464.0124,1.1712,21580.9,36044.4,77,12042.7,2.50
convoy-b1000-w16,bare,group,250,1000,16,50,stable,1024,1,1249873,800.0810,0.6401,12225.1,14955.4,51,9754.8,2.30
convoy-b1000-w16,bare,group,250,1000,16,50,stable,1024,2,1055564,947.3609,0.7579,14924.4,19442.9,51,11952.9,2.36
convoy-b1000-w16,log,group,250,1000,16,50,stable,1024,2,858344,1165.0335,0.9320,16037.5,30059.0,75,9103.7,2.25
convoy-b1000-w16,b0d,group,250,1000,16,50,stable,1024,2,930441,1074.7596,0.8598,19272.1,23088.7,82,7779.9,2.15
convoy-b1000-w32,bare,group,250,1000,32,50,stable,2048,0,1075885,929.4670,1.4871,28824.1,31797.9,52,23252.4,2.14
convoy-b1000-w32,log,group,250,1000,32,50,stable,2048,0,781927,1278.8923,2.0462,38910.5,64190.2,76,20649.2,2.13
convoy-b1000-w32,b0d,group,250,1000,32,50,stable,2048,0,802500,1246.1060,1.9938,40921.0,52159.9,94,16708.5,2.20
convoy-b1000-w32,b0d,group,250,1000,32,50,stable,2048,1,948967,1053.7771,1.6860,36608.5,42199.0,94,13526.1,2.26
convoy-b1000-w32,log,group,250,1000,32,50,stable,2048,1,852844,1172.5472,1.8761,33182.6,66436.0,74,18551.5,2.48
convoy-b1000-w32,bare,group,250,1000,32,50,stable,2048,1,1087357,919.6615,1.4715,28722.6,35619.2,53,22251.4,3.44
convoy-b1000-w32,bare,group,250,1000,32,50,stable,2048,2,787630,1269.6316,2.0314,43933.2,47313.2,52,33685.7,3.48
convoy-b1000-w32,log,group,250,1000,32,50,stable,2048,2,934915,1069.6165,1.7114,31571.0,55783.9,73,16558.0,3.52
convoy-b1000-w32,b0d,group,250,1000,32,50,stable,2048,2,786494,1271.4655,2.0343,45043.9,55898.6,89,18191.1,3.32
convoy-b1000-w64,bare,group,250,1000,64,50,stable,4096,0,920744,1086.0779,3.4754,68594.8,80561.8,52,56158.5,3.14
convoy-b1000-w64,log,group,250,1000,64,50,stable,4096,0,906728,1102.8671,3.5292,65788.8,134984.8,77,33781.9,3.63
convoy-b1000-w64,b0d,group,250,1000,64,50,stable,4096,0,1045463,956.5144,3.0608,52352.7,85634.8,121,18573.1,3.74
convoy-b1000-w64,b0d,group,250,1000,64,50,stable,4096,1,1495974,668.4610,2.1391,33402.6,88894.2,123,10635.2,3.70
convoy-b1000-w64,log,group,250,1000,64,50,stable,4096,1,1023260,977.2685,3.1273,61042.7,100406.7,78,28476.4,3.72
convoy-b1000-w64,bare,group,250,1000,64,50,stable,4096,1,2158649,463.2526,1.4824,19314.2,55619.4,52,17840.2,4.58
convoy-b1000-w64,bare,group,250,1000,64,50,stable,4096,2,998234,1001.7691,3.2057,69210.8,74679.7,53,49867.9,4.85
convoy-b1000-w64,log,group,250,1000,64,50,stable,4096,2,766666,1304.3494,4.1739,83759.9,132324.2,78,41804.2,4.62
convoy-b1000-w64,b0d,group,250,1000,64,50,stable,4096,2,1317739,758.8757,2.4284,44283.3,73423.3,122,13132.9,4.51
newname-proc-w1,bare,process,250,1,1,4000,newname,256,0,83631,11.9572,0.0478,10.6,23.4,0,0.0,4.34
newname-proc-w1,log,process,250,1,1,4000,newname,256,0,27088,36.9161,0.1477,34.4,65.8,0,0.0,4.34
newname-proc-w1,logsp,process,250,1,1,4000,newname,256,0,26537,37.6831,0.1507,34.2,67.4,0,0.0,4.34
newname-proc-w1,b0d,process,250,1,1,4000,newname,256,0,69316,14.4266,0.0577,12.4,25.6,0,0.0,4.34
newname-proc-w1,b0d,process,250,1,1,4000,newname,256,1,72121,13.8656,0.0555,12.3,25.3,0,0.0,4.34
newname-proc-w1,logsp,process,250,1,1,4000,newname,256,1,28772,34.7558,0.1390,32.0,60.2,0,0.0,4.34
newname-proc-w1,log,process,250,1,1,4000,newname,256,1,30282,33.0230,0.1321,30.3,57.7,0,0.0,4.16
newname-proc-w1,bare,process,250,1,1,4000,newname,256,1,91809,10.8921,0.0436,10.2,17.9,0,0.0,4.16
newname-proc-w1,bare,process,250,1,1,4000,newname,256,2,99872,10.0128,0.0401,9.3,18.2,0,0.0,4.16
newname-proc-w1,log,process,250,1,1,4000,newname,256,2,29519,33.8766,0.1355,31.5,64.9,0,0.0,4.16
newname-proc-w1,logsp,process,250,1,1,4000,newname,256,2,29149,34.3063,0.1372,31.3,62.3,0,0.0,4.16
newname-proc-w1,b0d,process,250,1,1,4000,newname,256,2,71801,13.9273,0.0557,12.3,30.9,0,0.0,4.16
newname-group-w1,bare,group,250,1,1,1000,newname,256,0,384,2606.9612,2.6070,2482.0,5557.2,1000,2585.0,4.22
newname-group-w1,log,group,250,1,1,1000,newname,256,0,275,3639.8169,3.6398,3225.2,7198.8,1000,915.5,4.13
newname-group-w1,logsp,group,250,1,1,1000,newname,256,0,271,3693.3783,3.6934,3250.0,7496.0,1000,930.3,3.94
newname-group-w1,b0d,group,250,1,1,1000,newname,256,0,370,2699.5276,2.6995,2674.6,4842.8,1000,2475.5,3.94
newname-group-w1,b0d,group,250,1,1,1000,newname,256,1,365,2742.2130,2.7422,2657.1,5841.8,1000,2518.3,3.78
newname-group-w1,logsp,group,250,1,1,1000,newname,256,1,298,3350.2585,3.3503,3178.8,5052.8,1000,833.0,3.56
newname-group-w1,log,group,250,1,1,1000,newname,256,1,291,3433.3713,3.4334,3159.3,6443.3,1000,857.8,3.40
newname-group-w1,bare,group,250,1,1,1000,newname,256,1,405,2470.5338,2.4705,2464.0,2826.5,1000,2447.4,3.85
newname-group-w1,bare,group,250,1,1,1000,newname,256,2,403,2480.4734,2.4805,2433.7,3121.8,1000,2457.8,3.87
newname-group-w1,log,group,250,1,1,1000,newname,256,2,295,3395.0639,3.3951,3189.6,6273.7,1000,849.5,3.80
newname-group-w1,logsp,group,250,1,1,1000,newname,256,2,294,3403.5490,3.4035,3180.9,7394.8,1000,853.0,3.82
newname-group-w1,b0d,group,250,1,1,1000,newname,256,2,368,2721.0265,2.7210,2659.7,5787.0,1000,2496.8,3.76
newname-proc-w4,bare,process,250,1,4,4000,newname,256,0,361007,2.7700,0.0443,9.8,19.5,0,0.0,3.86
newname-proc-w4,log,process,250,1,4,4000,newname,256,0,52726,18.9659,0.3035,67.2,158.7,0,0.0,3.86
newname-proc-w4,logsp,process,250,1,4,4000,newname,256,0,50770,19.6967,0.3151,67.7,314.6,0,0.0,3.86
newname-proc-w4,b0d,process,250,1,4,4000,newname,256,0,204829,4.8821,0.0781,16.8,36.0,0,0.0,3.86
newname-proc-w4,b0d,process,250,1,4,4000,newname,256,1,203871,4.9051,0.0785,16.7,46.2,0,0.0,3.86
newname-proc-w4,logsp,process,250,1,4,4000,newname,256,1,53279,18.7690,0.3003,64.3,184.5,0,0.0,3.86
newname-proc-w4,log,process,250,1,4,4000,newname,256,1,55047,18.1661,0.2907,64.8,146.6,0,0.0,3.86
newname-proc-w4,bare,process,250,1,4,4000,newname,256,1,364470,2.7437,0.0439,9.6,20.5,0,0.0,3.87
newname-proc-w4,bare,process,250,1,4,4000,newname,256,2,348609,2.8685,0.0459,10.1,21.2,0,0.0,3.87
newname-proc-w4,log,process,250,1,4,4000,newname,256,2,54729,18.2718,0.2923,65.4,152.8,0,0.0,3.87
newname-proc-w4,logsp,process,250,1,4,4000,newname,256,2,53753,18.6036,0.2977,65.7,155.8,0,0.0,3.87
newname-proc-w4,b0d,process,250,1,4,4000,newname,256,2,212772,4.6999,0.0752,16.2,37.1,0,0.0,3.87
newname-group-w4,bare,group,250,1,4,1000,newname,256,0,1574,635.5237,2.5421,2486.6,5633.4,1001,2502.2,3.88
newname-group-w4,log,group,250,1,4,1000,newname,256,0,1020,980.3946,3.9216,3277.8,5520.9,1002,1322.2,3.97
newname-group-w4,logsp,group,250,1,4,1000,newname,256,0,831,1204.0310,4.8161,3403.8,10557.7,1262,1219.6,3.89
