point_id,phase,comparison,role,repetition,slot,order,variant,mode,payload,events_per_batch,owner_intents,writers,unit_shape,feed_source,feed_weight
e000214,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,64,4,domain,synthetic_sweep,1
e000215,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,64,4,domain,synthetic_sweep,1
e000216,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,64,4,domain,synthetic_sweep,1
e000217,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000218,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,64,4,new_name,synthetic_sweep,1
e000219,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,64,4,new_name,synthetic_sweep,1
e000220,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000221,exploratory,pwritev_64_8m,candidate,1,1,BAAB,pwritev_64_8m,process,24,10,64,4,new_name,synthetic_sweep,1
e000222,exploratory,pwritev_64_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000223,exploratory,pwritev_64_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000224,exploratory,pwritev_64_8m,candidate,1,4,BAAB,pwritev_64_8m,process,24,10,64,4,new_name,synthetic_sweep,1
e000225,exploratory,copy_contiguous,baseline,1,1,ABBA,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000226,exploratory,copy_contiguous,candidate,1,2,ABBA,copy_contiguous,process,24,10,64,4,new_name,synthetic_sweep,1
e000227,exploratory,copy_contiguous,candidate,1,3,ABBA,copy_contiguous,process,24,10,64,4,new_name,synthetic_sweep,1
e000228,exploratory,copy_contiguous,baseline,1,4,ABBA,k_pwrite,process,24,10,64,4,new_name,synthetic_sweep,1
e000229,exploratory,pwritev_full_8m,candidate,1,1,BAAB,pwritev_full_8m,process,24,10,256,4,domain,synthetic_sweep,1
e000230,exploratory,pwritev_full_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000231,exploratory,pwritev_full_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000232,exploratory,pwritev_full_8m,candidate,1,4,BAAB,pwritev_full_8m,process,24,10,256,4,domain,synthetic_sweep,1
e000233,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000234,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,256,4,domain,synthetic_sweep,1
e000235,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,256,4,domain,synthetic_sweep,1
e000236,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000237,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,256,4,domain,synthetic_sweep,1
e000238,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000239,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,256,4,domain,synthetic_sweep,1
e000240,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,256,4,domain,synthetic_sweep,1
e000241,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000242,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000243,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000244,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000245,exploratory,pwritev_256_8m,candidate,1,1,BAAB,pwritev_256_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000246,exploratory,pwritev_256_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000247,exploratory,pwritev_256_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000248,exploratory,pwritev_256_8m,candidate,1,4,BAAB,pwritev_256_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000249,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000250,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000251,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,256,4,new_name,synthetic_sweep,1
e000252,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000253,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,256,4,new_name,synthetic_sweep,1
e000254,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000255,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,256,4,new_name,synthetic_sweep,1
e000256,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,256,4,new_name,synthetic_sweep,1
e000257,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000258,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000259,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000260,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000261,exploratory,pwritev_256_8m,candidate,1,1,BAAB,pwritev_256_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000262,exploratory,pwritev_256_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000263,exploratory,pwritev_256_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000264,exploratory,pwritev_256_8m,candidate,1,4,BAAB,pwritev_256_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000265,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000266,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000267,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,1024,4,domain,synthetic_sweep,1
e000268,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000269,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,1024,4,domain,synthetic_sweep,1
e000270,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000271,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,1024,4,domain,synthetic_sweep,1
e000272,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,1024,4,domain,synthetic_sweep,1
e000273,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000274,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000275,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000276,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000277,exploratory,pwritev_256_8m,candidate,1,1,BAAB,pwritev_256_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000278,exploratory,pwritev_256_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000279,exploratory,pwritev_256_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000280,exploratory,pwritev_256_8m,candidate,1,4,BAAB,pwritev_256_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000281,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000282,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000283,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,1024,4,new_name,synthetic_sweep,1
e000284,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000285,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,1024,4,new_name,synthetic_sweep,1
e000286,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000287,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,1024,4,new_name,synthetic_sweep,1
e000288,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,1024,4,new_name,synthetic_sweep,1
e000289,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000290,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000291,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000292,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000293,exploratory,pwritev_256_8m,candidate,1,1,BAAB,pwritev_256_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000294,exploratory,pwritev_256_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000295,exploratory,pwritev_256_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000296,exploratory,pwritev_256_8m,candidate,1,4,BAAB,pwritev_256_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000297,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000298,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000299,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,1025,4,domain,synthetic_sweep,1
e000300,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000301,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,1025,4,domain,synthetic_sweep,1
e000302,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000303,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,1025,4,domain,synthetic_sweep,1
e000304,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,1025,4,domain,synthetic_sweep,1
e000305,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000306,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000307,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000308,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000309,exploratory,pwritev_256_8m,candidate,1,1,BAAB,pwritev_256_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000310,exploratory,pwritev_256_8m,baseline,1,2,BAAB,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000311,exploratory,pwritev_256_8m,baseline,1,3,BAAB,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000312,exploratory,pwritev_256_8m,candidate,1,4,BAAB,pwritev_256_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000313,exploratory,pwritev_64_8m,baseline,1,1,ABBA,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000314,exploratory,pwritev_64_8m,candidate,1,2,ABBA,pwritev_64_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000315,exploratory,pwritev_64_8m,candidate,1,3,ABBA,pwritev_64_8m,process,24,10,1025,4,new_name,synthetic_sweep,1
e000316,exploratory,pwritev_64_8m,baseline,1,4,ABBA,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000317,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,10,1025,4,new_name,synthetic_sweep,1
e000318,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000319,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,10,1025,4,new_name,synthetic_sweep,1
e000320,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,10,1025,4,new_name,synthetic_sweep,1
e000321,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,100,2,2,domain,synthetic_sweep,1
e000322,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,100,2,2,domain,synthetic_sweep,1
e000323,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,100,2,2,domain,synthetic_sweep,1
e000324,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,100,2,2,domain,synthetic_sweep,1
e000325,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,100,2,2,domain,synthetic_sweep,1
e000326,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,100,2,2,domain,synthetic_sweep,1
e000327,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,100,2,2,domain,synthetic_sweep,1
e000328,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,100,2,2,domain,synthetic_sweep,1
e000329,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,100,2,2,new_name,synthetic_sweep,1
e000330,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,100,2,2,new_name,synthetic_sweep,1
e000331,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,100,2,2,new_name,synthetic_sweep,1
e000332,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,100,2,2,new_name,synthetic_sweep,1
e000333,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,100,2,2,new_name,synthetic_sweep,1
e000334,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,100,2,2,new_name,synthetic_sweep,1
e000335,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,100,2,2,new_name,synthetic_sweep,1
e000336,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,100,2,2,new_name,synthetic_sweep,1
e000337,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,100,4,4,domain,synthetic_sweep,1
e000338,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,100,4,4,domain,synthetic_sweep,1
e000339,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,100,4,4,domain,synthetic_sweep,1
e000340,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,100,4,4,domain,synthetic_sweep,1
e000341,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,100,4,4,domain,synthetic_sweep,1
e000342,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,100,4,4,domain,synthetic_sweep,1
e000343,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,100,4,4,domain,synthetic_sweep,1
e000344,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,100,4,4,domain,synthetic_sweep,1
e000345,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,100,4,4,new_name,synthetic_sweep,1
e000346,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,100,4,4,new_name,synthetic_sweep,1
e000347,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,100,4,4,new_name,synthetic_sweep,1
e000348,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,100,4,4,new_name,synthetic_sweep,1
e000349,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,100,4,4,new_name,synthetic_sweep,1
e000350,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,100,4,4,new_name,synthetic_sweep,1
e000351,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,100,4,4,new_name,synthetic_sweep,1
e000352,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,100,4,4,new_name,synthetic_sweep,1
e000353,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,1000,2,2,domain,synthetic_sweep,1
e000354,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,1000,2,2,domain,synthetic_sweep,1
e000355,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,1000,2,2,domain,synthetic_sweep,1
e000356,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,1000,2,2,domain,synthetic_sweep,1
e000357,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,1000,2,2,domain,synthetic_sweep,1
e000358,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,1000,2,2,domain,synthetic_sweep,1
e000359,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,1000,2,2,domain,synthetic_sweep,1
e000360,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,1000,2,2,domain,synthetic_sweep,1
e000361,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,1000,2,2,new_name,synthetic_sweep,1
e000362,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,1000,2,2,new_name,synthetic_sweep,1
e000363,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,1000,2,2,new_name,synthetic_sweep,1
e000364,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,1000,2,2,new_name,synthetic_sweep,1
e000365,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,1000,2,2,new_name,synthetic_sweep,1
e000366,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,1000,2,2,new_name,synthetic_sweep,1
e000367,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,1000,2,2,new_name,synthetic_sweep,1
e000368,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,1000,2,2,new_name,synthetic_sweep,1
e000369,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,1000,4,4,domain,synthetic_sweep,1
e000370,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,1000,4,4,domain,synthetic_sweep,1
e000371,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,1000,4,4,domain,synthetic_sweep,1
e000372,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,1000,4,4,domain,synthetic_sweep,1
e000373,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,1000,4,4,domain,synthetic_sweep,1
e000374,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,1000,4,4,domain,synthetic_sweep,1
e000375,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,1000,4,4,domain,synthetic_sweep,1
e000376,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,1000,4,4,domain,synthetic_sweep,1
e000377,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,24,1000,4,4,new_name,synthetic_sweep,1
e000378,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,24,1000,4,4,new_name,synthetic_sweep,1
e000379,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,24,1000,4,4,new_name,synthetic_sweep,1
e000380,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,24,1000,4,4,new_name,synthetic_sweep,1
e000381,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,24,1000,4,4,new_name,synthetic_sweep,1
e000382,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,24,1000,4,4,new_name,synthetic_sweep,1
e000383,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,24,1000,4,4,new_name,synthetic_sweep,1
e000384,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,24,1000,4,4,new_name,synthetic_sweep,1
e000385,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,1,2,2,domain,synthetic_sweep,1
e000386,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,1,2,2,domain,synthetic_sweep,1
e000387,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,1,2,2,domain,synthetic_sweep,1
e000388,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,1,2,2,domain,synthetic_sweep,1
e000389,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,1,2,2,domain,synthetic_sweep,1
e000390,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,250,1,2,2,domain,synthetic_sweep,1
e000391,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,250,1,2,2,domain,synthetic_sweep,1
e000392,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,250,1,2,2,domain,synthetic_sweep,1
e000393,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,1,2,2,new_name,synthetic_sweep,1
e000394,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,1,2,2,new_name,synthetic_sweep,1
e000395,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,1,2,2,new_name,synthetic_sweep,1
e000396,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,1,2,2,new_name,synthetic_sweep,1
e000397,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,1,2,2,new_name,synthetic_sweep,1
e000398,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,250,1,2,2,new_name,synthetic_sweep,1
e000399,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,250,1,2,2,new_name,synthetic_sweep,1
e000400,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,250,1,2,2,new_name,synthetic_sweep,1
e000401,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,1,4,4,domain,synthetic_sweep,1
e000402,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,1,4,4,domain,synthetic_sweep,1
e000403,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,1,4,4,domain,synthetic_sweep,1
e000404,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,1,4,4,domain,synthetic_sweep,1
e000405,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,1,4,4,domain,synthetic_sweep,1
e000406,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,250,1,4,4,domain,synthetic_sweep,1
e000407,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,250,1,4,4,domain,synthetic_sweep,1
e000408,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,250,1,4,4,domain,synthetic_sweep,1
e000409,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,1,4,4,new_name,synthetic_sweep,1
e000410,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,1,4,4,new_name,synthetic_sweep,1
e000411,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,1,4,4,new_name,synthetic_sweep,1
e000412,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,1,4,4,new_name,synthetic_sweep,1
e000413,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,1,4,4,new_name,synthetic_sweep,1
e000414,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,250,1,4,4,new_name,synthetic_sweep,1
e000415,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,250,1,4,4,new_name,synthetic_sweep,1
e000416,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,250,1,4,4,new_name,synthetic_sweep,1
e000417,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,10,2,2,domain,synthetic_sweep,1
e000418,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,10,2,2,domain,synthetic_sweep,1
e000419,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,10,2,2,domain,synthetic_sweep,1
e000420,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,10,2,2,domain,synthetic_sweep,1
e000421,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,10,2,2,domain,synthetic_sweep,1
e000422,exploratory,copy_contiguous,baseline,1,2,BAAB,k_pwrite,process,250,10,2,2,domain,synthetic_sweep,1
e000423,exploratory,copy_contiguous,baseline,1,3,BAAB,k_pwrite,process,250,10,2,2,domain,synthetic_sweep,1
e000424,exploratory,copy_contiguous,candidate,1,4,BAAB,copy_contiguous,process,250,10,2,2,domain,synthetic_sweep,1
e000425,exploratory,pwritev_full_8m,baseline,1,1,ABBA,k_pwrite,process,250,10,2,2,new_name,synthetic_sweep,1
e000426,exploratory,pwritev_full_8m,candidate,1,2,ABBA,pwritev_full_8m,process,250,10,2,2,new_name,synthetic_sweep,1
e000427,exploratory,pwritev_full_8m,candidate,1,3,ABBA,pwritev_full_8m,process,250,10,2,2,new_name,synthetic_sweep,1
e000428,exploratory,pwritev_full_8m,baseline,1,4,ABBA,k_pwrite,process,250,10,2,2,new_name,synthetic_sweep,1
e000429,exploratory,copy_contiguous,candidate,1,1,BAAB,copy_contiguous,process,250,10,2,2,new_name,synthetic_sweep,1
